gene	p_condition	p_time	p_time_condition	padj_condition	padj_time	padj_time_condition	classification	trajectory_cluster
HDAC5	0.752992314769839	5.70391442609175e-05	0.803161907894148	0.956200579667368	0.00264157907057704	0.908391247135799	Shared dynamics	6
HDLBP	0.71198801738764	1.05943078249071e-06	0.0710511111226725	0.948418491095039	0.000117448606332494	0.398598235272033	Shared dynamics	4
HECTD1	0.920156505716074	2.51193652761605e-06	0.317185081186025	0.989330080216137	0.000238868417532769	0.562655177930481	Shared dynamics	6
HECW2	0.0823623808048082	8.608302061619e-06	0.937938165467745	0.888402866490071	0.000630764489419179	0.969957875799857	Shared dynamics	1
HEPACAM	0.803151712697539	0	0.865678664673499	0.965967491566596	0	0.935762446739348	Shared dynamics	3
HERC2P4	0.00919333939104984	0.00203806438649462	0.511075967926369	0.69505544032121	0.0349410461646145	0.759560048739849	Shared dynamics	2
HHIP-AS1	0.357920767286825	0.00133415329950631	0.0262957600764407	0.888402866490071	0.0262268251511403	0.30651183740806	Shared dynamics	4
HHLA2	0.706891248369895	0.000750903815710524	0.242231346989502	0.948058448761169	0.0172756323020886	0.539500422133843	Shared dynamics	2
HIF1AN	0.253430098489833	0.000987934811625291	0.427465104447209	0.888402866490071	0.0211378532295347	0.674536719135075	Shared dynamics	6
HLA-A	0.0849936954911803	7.62541181102971e-05	0.901906448276595	0.888402866490071	0.00328276279896965	0.953158262265663	Shared dynamics	3
HLX	0.185538609690664	3.67593545713696e-07	0.651335108331199	0.888402866490071	5.2086301351591e-05	0.842561425505099	Shared dynamics	1
HNRNPA1	0.149921700346915	0.00010207116608324	0.0396549900341656	0.888402866490071	0.00403871231994023	0.344821210245808	Shared dynamics	4
HNRNPA2B1	0.0391285123692863	0.00142383322153045	0.0193076580158937	0.888402866490071	0.0273713707168602	0.26894964251827	Shared dynamics	6
HOOK3	0.990460752758324	0	0.0281562352013321	0.999193656750299	0	0.314344908376147	Shared dynamics	3
HOXD-AS1	0.999103789131017	0.00133542985964341	0.285318945751174	0.999942437402112	0.0262268251511403	0.550951099910603	Shared dynamics	1
HS6ST1	0.968958346117844	0.000927750697023999	0.273320219194899	0.9948206917082	0.0202552590954342	0.545066860199649	Shared dynamics	1
HSD17B10	0.468811171405638	0.00316429546335262	0.780694765526646	0.900824770848228	0.0471975152222098	0.899552806062478	Shared dynamics	1
HSF1	0.590213766757395	0.00120483299373653	0.554291212791883	0.926705346264125	0.0241825579118074	0.796481852847222	Shared dynamics	4
HSP90AB1	0.184899875126244	0.000138128535162207	0.141088345730513	0.888402866490071	0.00505791537891799	0.456876244257691	Shared dynamics	1
HSP90AB4P	0.932438054651036	5.03316530231501e-06	0.347837295648042	0.991251445099954	0.000412603849840353	0.586102282066901	Shared dynamics	2
HSPA6	0.974474624524496	4.96686244929601e-05	0.87238768810584	0.996086602230584	0.00236683717071575	0.939076009833639	Shared dynamics	5
HTATSF1P2	0.554969912993867	0.00152710079707369	0.067797965713856	0.91846299211051	0.0287225776004832	0.398598235272033	Shared dynamics	2
HTR3B	0.446108437851016	0.00122134492800052	0.313569706298267	0.897561433714808	0.0243767687308761	0.562655177930481	Shared dynamics	3
HTRA1	0.393774518619298	0	0.217093350726571	0.888402866490071	0	0.52084877014417	Shared dynamics	4
HTRA4	0.841534098050731	0.000710758342590379	0.698610048507364	0.972952748400164	0.0166200934405068	0.868826582474625	Shared dynamics	2
HUWE1	0.877433649540993	0.00229028342133941	0.00742334382785281	0.980150930724702	0.0377526225600755	0.180120952402668	Shared dynamics	6
HYAL2	0.466390753998327	0.00167727984754923	0.328701695211429	0.900072800989872	0.0302589204200365	0.56662113041764	Shared dynamics	1
HYDIN2	0.158721441025258	0	0.129691617603297	0.888402866490071	0	0.446552691477154	Shared dynamics	3
ID1	0.0362315171123863	0	0.398409904552944	0.888402866490071	0	0.641075304039618	Shared dynamics	1
ID3	0.297788857953626	0.00176151317378354	0.0650682360671599	0.888402866490071	0.0313294562479406	0.398598235272033	Shared dynamics	1
IDH2	0.937189753204195	0.00318383213065682	0.588492877154893	0.991795032127657	0.0474106991402543	0.82271594052964	Shared dynamics	1
IER3IP1	0.718103235278599	0.000973736366281563	0.718070040588965	0.94896871078328	0.0209177342298799	0.876780607683701	Shared dynamics	1
IFFO2	0.35839127750002	1.98304446089592e-05	0.168941430179488	0.888402866490071	0.00115610951731142	0.483095475905096	Shared dynamics	4
IGF2BP1	0.0231666191233654	0.00192727903555018	0.194347037040143	0.888402866490071	0.0334358826799759	0.50454924338788	Shared dynamics	4
IGFBP4	0.20547085575902	0.000118303852690627	0.0149073096282217	0.888402866490071	0.00449596666459795	0.246769208628391	Shared dynamics	1
IGFBPL1	0.928618211168814	0	0.00563068945240852	0.990365628858935	0	0.158681259024648	Shared dynamics	3
IGSF11	0.154546678929178	0.00204168003180932	0.84432929425581	0.888402866490071	0.0349750087754942	0.926753218211893	Shared dynamics	2
IK	0.569242218827245	0.00117582167809022	0.187138030297124	0.922224197042289	0.0238012115652018	0.49845707605416	Shared dynamics	5
IKZF3	0.56820367533735	0	0.901378556797165	0.921764402048087	0	0.95313595975922	Shared dynamics	3
IL17D	0.304188040226265	0.0016674076012746	0.912144514200114	0.888402866490071	0.0301527048122521	0.957278229224826	Shared dynamics	1
IL17RD	0.116571598211534	0.00215641199773481	0.978657101724143	0.888402866490071	0.0363295992941212	0.987611892674736	Shared dynamics	3
IL1R1	0.773059682593631	0.00166857368188944	0.515217063538533	0.958742349143516	0.0301527048122521	0.763723450981741	Shared dynamics	1
IL5RA	0.906239883565279	0	0.191581999369107	0.984959288263878	0	0.502605911637792	Shared dynamics	2
INF2	0.0664962211695823	0.00156283365903581	0.0927485202179863	0.888402866490071	0.0292133679037735	0.40689918773509	Shared dynamics	1
INHBA	0.963995229638407	0	0.0185037012027407	0.994076272668432	0	0.265529973798685	Shared dynamics	1
INO80D	0.200025833148496	0.00184831123463602	0.947589922776112	0.888402866490071	0.0324417286105598	0.974672766260208	Shared dynamics	1
INPP5A	0.0540809919953438	0.00148292124497373	0.600070937460912	0.888402866490071	0.0281781376176359	0.829668993902052	Shared dynamics	4
INSIG1	0.98392182685872	0.000267911735192694	0.473806805470492	0.99774010623034	0.00823597627325127	0.723352822371032	Shared dynamics	1
IP6K1	0.162204093083076	0.00333492751919306	0.0479043909636963	0.888402866490071	0.0487391456288626	0.370191753609437	Shared dynamics	1
IPO11-LRRC70	0.85930918930489	0.00260684325324512	0.426367295190214	0.977039820707363	0.0411631130969982	0.673251265526924	Shared dynamics	4
IRGM	0.772987422276981	0.0018704677566605	0.27209729004206	0.958742349143516	0.0326481926241816	0.544425315317895	Shared dynamics	2
IRS2	0.011693978114148	0.00164358269851855	0.744711285633293	0.745939863512568	0.0299563600891784	0.888370698731387	Shared dynamics	4
ITFG3	0.947165622270416	0.0014546122208155	0.20170960505445	0.992242247067069	0.0278379991740326	0.51019963467845	Shared dynamics	1
ITGA5	0.00483145261823371	0.000895017845224555	0.704220926750663	0.561747631322777	0.0196609874911957	0.87120618379631	Shared dynamics	6
ITPRIPL2	0.895190185749163	0	0.225809170352198	0.98297124759387	0	0.526814197890702	Shared dynamics	6
IWS1	0.383813870632423	0.000287052391321319	0.144327940678577	0.888402866490071	0.00863201366287775	0.45952985398197	Shared dynamics	1
JAG2	0.0810719461019286	0.000635319116273791	0.0150430971359677	0.888402866490071	0.0154676972428011	0.246769208628391	Shared dynamics	1
JUP	0.860227106262385	3.10791779301045e-05	0.138381064792446	0.977223498889685	0.00164605356092796	0.454878055354	Shared dynamics	4
KANSL3	0.879462981836363	0.00139705820976427	0.697456891293451	0.980306848625727	0.0270266342279532	0.868381865247533	Shared dynamics	6
KAZN	0.80721780085356	0.00224956962579892	0.521814587084936	0.966648407156532	0.0373404125008485	0.769028346298699	Shared dynamics	1
KCNA3	0.631356288608853	0.000559919567761691	0.539325775042595	0.934027228637292	0.0140771129747777	0.783874348401017	Shared dynamics	5
KCNA7	0.559601283062748	2.48759483972849e-05	0.230065873266297	0.920017441273442	0.00137176750491832	0.529243030255424	Shared dynamics	3
KCNC4	0.270845561404095	9.33930067585909e-05	0.319466782983895	0.888402866490071	0.00379963433098093	0.562655177930481	Shared dynamics	1
KCNJ3	0.264725618495952	0	0.581106716562578	0.888402866490071	0	0.81723145179262	Shared dynamics	3
KCNJ5	0.582773204610336	0.00229018246628587	0.356518050125508	0.925709826034894	0.0377526225600755	0.595316486964028	Shared dynamics	2
KCNQ1OT1	0.980416484226202	0	0.00253324085893092	0.997526800917962	0	0.104433952635233	Shared dynamics	2
KCTD17	0.0809800969983363	0.00262689401685673	0.0692288799320717	0.888402866490071	0.0414491330270402	0.398598235272033	Shared dynamics	4
KDR	0.137507703489947	0.000139158126283179	0.534030674057763	0.888402866490071	0.00507227814302367	0.779142195849977	Shared dynamics	1
KHDRBS3	0.0256033079280482	3.11279944136822e-05	0.905226722414993	0.888402866490071	0.00164605356092796	0.954284979688283	Shared dynamics	1
KIAA0232	0.869170660947441	0.00112583504865782	0.0179446061586565	0.9794481446942	0.0229994320397052	0.263184093195258	Shared dynamics	6
KIAA0825	0.654084888676158	0	0.004078437122358	0.939437489300871	0	0.135711105241014	Shared dynamics	3
KIAA1147	0.0906722372601699	2.09895379138514e-06	0.0253656652122644	0.888402866490071	0.000204428340167516	0.303028348900954	Shared dynamics	1
KIAA1210	0.850347911365512	0.00214145094601259	0.586518235069526	0.975865903860571	0.0361629711451345	0.821171584710612	Shared dynamics	3
KIAA1279	0.245317580194055	0.00124110851051384	0.555025831780222	0.888402866490071	0.0246562281253057	0.797162696970507	Shared dynamics	4
KIAA1462	0.2530526515281	6.66952574884805e-06	0.177352557585851	0.888402866490071	0.000515166689250371	0.489946458632263	Shared dynamics	6
KIAA1549	0.454387849297942	0.00208001898360377	0.183765715114421	0.897949345272661	0.035433189628333	0.496633982643445	Shared dynamics	4
KIAA1671	0.545907854171499	0.000182173620701553	0.244575753967372	0.917814309889343	0.0062032146796011	0.539500422133843	Shared dynamics	4
KIF18B	0.00222847192657523	1.72281060737967e-05	0.825959651389399	0.422191007600849	0.00104290930311643	0.918324293344813	Shared dynamics	2
KIF23	0.0400298530049356	0.00329757413133347	0.640127049984786	0.888402866490071	0.0484580330453372	0.836610980482223	Shared dynamics	1
KIF3B	0.337065573869547	1.3386807796778e-05	0.16621841222332	0.888402866490071	0.000873244328109338	0.480087482370245	Shared dynamics	6
KIF5B	0.121913779014944	1.31881957540214e-05	0.0354698671356088	0.888402866490071	0.000865566369181111	0.336025692399129	Shared dynamics	6
KIF9	0.234298060466155	0.00273508991995802	0.233122548060465	0.888402866490071	0.0426530495097827	0.53148568155257	Shared dynamics	1
KIFC3	0.162074188727005	0	0.47793270052081	0.888402866490071	0	0.727042165683843	Shared dynamics	4
KIN	0.0691946513657485	0	0.357252302435676	0.888402866490071	0	0.596051954375681	Shared dynamics	3
KLF2	0.507354292156343	0.00316547178649612	0.978154404145967	0.910034694512213	0.0471975152222098	0.987410958860295	Shared dynamics	1
KLF6	0.141082755931307	0.00306178051648542	0.017536204177198	0.888402866490071	0.0461662127771121	0.260953321615149	Shared dynamics	6
KLHDC10	0.243865317571038	0	0.897043168785754	0.888402866490071	0	0.951096909778989	Shared dynamics	4
KLHDC8B	0.226025480284977	0.000791533496322883	0.178287197565591	0.888402866490071	0.0178407913732518	0.491229854040227	Shared dynamics	6
KLHL11	0.0558756496734433	0.00232342721275358	0.0510218253634018	0.888402866490071	0.0380643557764744	0.378523916600328	Shared dynamics	4
KLHL21	0.564503501634299	0.000242352969109905	0.446481690059489	0.921245119462074	0.00767068657851408	0.694898200870404	Shared dynamics	4
KLHL30	0.0748828994612273	5.27578439935006e-07	0.824764688485576	0.888402866490071	7.05504268803087e-05	0.917663300823577	Shared dynamics	2
KLHL7	0.430639180589102	0.000779373639104797	0.26120258748803	0.892361943659363	0.0176647016761507	0.539727036094617	Shared dynamics	1
KLLN	0.202554494679888	0	0.211040475166692	0.888402866490071	0	0.517798215801936	Shared dynamics	2
KLRD1	0.444263064062829	0.000776360238585849	0.0135812023022498	0.897367722397215	0.0176337618522111	0.239360300213292	Shared dynamics	2
KLRG1	0.796521372011422	0.00300327172043774	0.0471565960536994	0.964855403000698	0.045508499809126	0.368100156572401	Shared dynamics	1
KPNA2	0.659839741557412	0.0011686880029429	0.283588459683289	0.940157239108593	0.0237241446973114	0.550304614854313	Shared dynamics	1
KPNA6	0.340225947353176	0.00010292973124304	0.724706069436954	0.888402866490071	0.00405500996251722	0.879762329740316	Shared dynamics	6
KTN1	0.00232116773492992	0.000483229429990406	0.607192918721379	0.422191007600849	0.0125780740682174	0.829668993902052	Shared dynamics	6
L2HGDH	0.00846186160829603	4.13436001600598e-06	0.346225670963403	0.67043491524923	0.000358626514044889	0.584214147456081	Shared dynamics	3
LAIR1	0.419806744740162	0.000183017003063279	0.839533199189094	0.889325258461436	0.00621560602784433	0.924491043723666	Shared dynamics	3
LAMC2	0.358914841492186	0.00225428388849103	0.230727523706017	0.888402866490071	0.0373896574249256	0.529545914011987	Shared dynamics	2
LAMTOR1	0.301948071679308	3.33260343032826e-06	0.0893272630054871	0.888402866490071	0.000297101595813765	0.40157877592654	Shared dynamics	4
LAMTOR4	0.820422994212201	0.000375652378791336	0.0369739998225329	0.968704454339487	0.0103276419295947	0.33967183349202	Shared dynamics	6
LAPTM5	0.731403406924475	4.30734594980553e-06	0.755647489202135	0.95231228094991	0.000365714182309679	0.892757243454936	Shared dynamics	1
LARP1	0.140914359552173	0.00335007745691251	0.767377274339698	0.888402866490071	0.048822345227621	0.895793288974112	Shared dynamics	6
LARP4B	0.452662730350042	0.00322660590310897	0.0654000713574805	0.897949345272661	0.0478091827582545	0.398598235272033	Shared dynamics	6
LARS2-AS1	0.64055930853776	0.000820084670960175	0.108793581056217	0.936097736867284	0.0183801391018337	0.425375464030214	Shared dynamics	2
LATS2	0.732425849438402	3.53922654222627e-06	0.47738299230051	0.95256374578049	0.000310349553678169	0.726619229085986	Shared dynamics	4
LAX1	0.728757008875865	0.000996545072378952	0.0299189962914899	0.951772605627124	0.0212371298492232	0.320875611354745	Shared dynamics	2
LDB2	0.461909577601507	1.71035899886318e-05	0.941133087924856	0.899846792530442	0.00104258806665745	0.971006210975259	Shared dynamics	1
LDLRAD4	0.624121125734543	0.00214607646064863	0.256939188958797	0.93321119684499	0.0362035844882535	0.539500422133843	Shared dynamics	1
LEMD1-AS1	0.703101442360908	1.0275432804685e-05	0.947184377483916	0.947947484224377	0.000725587987752609	0.974540802783017	Shared dynamics	3
LENG1	0.936470960586473	8.74868657463335e-07	0.388148861788263	0.99154264042128	0.000100099945428265	0.628963423721727	Shared dynamics	5
LGSN	0.934371503995811	0.000152441246978663	0.60911247473457	0.991431224524914	0.00543605486725912	0.829668993902052	Shared dynamics	3
LILRA5	0.857700596247216	0.000270094517193009	0.420319257669114	0.97684248603653	0.00827928694822582	0.666426026527863	Shared dynamics	3
LILRA6	0.290604824137454	0.00232176472783063	0.0729640428968449	0.888402866490071	0.0380643557764744	0.398598235272033	Shared dynamics	2
LILRB3	0.943863708993666	0.000174432306899341	0.0451026176655538	0.991978657307706	0.00602932736416528	0.361564483916144	Shared dynamics	3
LIN28A	0.603555430705861	0.00255926325677047	0.733926682046721	0.930484455566921	0.0406216592298672	0.884669087839904	Shared dynamics	3
LIN37	0.398508530860013	0.00231559817530097	0.633273707403016	0.888402866490071	0.0380234371133842	0.832075917685761	Shared dynamics	1
LINC00092	0.380829786507474	0.00011744267774777	0.637705550619936	0.888402866490071	0.00448714916623444	0.835487597885258	Shared dynamics	2
LINC00114	0.156167414284344	0.000405754835538952	0.873442780696222	0.888402866490071	0.0110032071751475	0.939254428550545	Shared dynamics	3
LINC00189	0.870755173528118	0.000209855976854745	0.446350324346803	0.979831622639157	0.00683421382158922	0.694755677267874	Shared dynamics	2
LINC00311	0.0341682151170586	0	0.253207620085143	0.888402866490071	0	0.539500422133843	Shared dynamics	2
LINC00330	0.747366627027184	0.00138075658738301	0.156759395856442	0.95539226859476	0.0268569708578609	0.472362991848293	Shared dynamics	2
LINC00336	0.740759669676251	0.0022889564920045	0.990721701522571	0.953968586292087	0.0377526225600755	0.994299991827803	Shared dynamics	3
LINC00381	0.161817984156796	0.000201749909678028	0.943174309977986	0.888402866490071	0.00665121890211263	0.971928793348215	Shared dynamics	2
LINC00410	0.99642767500321	1.81113223426954e-05	0.35345232803548	0.999822172720644	0.00107641625790086	0.592159267923196	Shared dynamics	2
LINC00483	0.305501121800695	0.000566380164022773	0.620728162618915	0.888402866490071	0.0141568574642888	0.829668993902052	Shared dynamics	2
LINC00547	0.874988270132743	7.55160742715866e-07	0.0522560651741103	0.980150930724702	9.18035184724356e-05	0.379948115546049	Shared dynamics	2
LINC00578	0.00706369201331327	0.00191424714559352	0.419703248920211	0.637699385303167	0.0333256565721065	0.665867268903822	Shared dynamics	2
LINC00622	0.302672212945802	0.00244243985576509	0.753950975579265	0.888402866490071	0.0392920625217668	0.892303850679249	Shared dynamics	1
LINC00643	0.00468738275943669	0.00224222077818381	0.303345273551252	0.554095257021588	0.0372473259084013	0.562655177930481	Shared dynamics	2
LINC00649	0.392760866840944	0	0.395407611210545	0.888402866490071	0	0.637635005235214	Shared dynamics	2
LINC00652	0.400505503231718	0.000990003787977978	0.192681019582783	0.888402866490071	0.0211609600874893	0.50318572452508	Shared dynamics	2
LINC00657	0.10805635053756	0.000963366647167896	0.0330080267793882	0.888402866490071	0.0207366124575496	0.333715487588676	Shared dynamics	1
LINC00663	0.294305109853185	1.43318642871759e-05	0.743594664999011	0.888402866490071	0.000918097509845557	0.888027799096566	Shared dynamics	2
LINC00668	0.692557447012906	0.00315122499273157	0.301253393427345	0.945722303226089	0.0470835264975452	0.562052459519661	Shared dynamics	3
LINC00670	0.587502751396533	0	0.0638111743120231	0.926103087775912	0	0.398598235272033	Shared dynamics	2
LINC00672	0.777850498006485	0.000175223014805881	0.381361883894026	0.959506711169135	0.00604688971739779	0.620975560715113	Shared dynamics	3
LNX2	0.973906360801395	0.00242530060600993	0.315746377629037	0.996086602230584	0.0391340360227665	0.562655177930481	Shared dynamics	1
LOC100128675	0.559126947420812	0.000596545463475429	0.744962900497783	0.920002642234007	0.0147047082217975	0.888375109745322	Shared dynamics	2
LOC100129213	0.41466668970095	0.00213672790718966	0.0581957768960185	0.888402866490071	0.0361117142987599	0.39415283935523	Shared dynamics	2
LOC100129480	0.040066217513776	0.00287324666461458	0.0101210113843248	0.888402866490071	0.0442276362621364	0.21261860352858	Shared dynamics	2
LOC100130451	0.81684149323143	6.85354214713385e-07	0.714255205460078	0.968439403758434	8.67682767929443e-05	0.875068963354548	Shared dynamics	2
LOC100130776	0.104617157283128	0.00337786781667754	0.0963148920855389	0.888402866490071	0.0490167870903717	0.411841201317369	Shared dynamics	5
LOC100131257	0.987178437192933	0	0.0173618582050359	0.998326916357077	0	0.25920969333696	Shared dynamics	3
LOC100131564	0.814485814713412	2.51351842006642e-07	0.0418938090924132	0.968092913090751	3.63373244025278e-05	0.352897613913887	Shared dynamics	2
LOC100131626	0.0502897523525499	1.04755190910577e-07	0.606675795831092	0.888402866490071	1.58960430122178e-05	0.829668993902052	Shared dynamics	2
LOC100133331	0.586426847404215	0.00110995781502859	0.209166704366991	0.926103087775912	0.022769566069369	0.516990339736536	Shared dynamics	2
LOC100216479	0.791884867403826	0.000203916529349535	0.276779081125645	0.963335783881351	0.00668146716992748	0.546853444172032	Shared dynamics	3
LOC100216546	0.397472397628387	0.000126889636477168	0.0062413232381191	0.888402866490071	0.00475469467962431	0.167974027676473	Shared dynamics	2
LOC100287015	0.0248357396867128	1.57618060055431e-05	0.756167115070597	0.888402866490071	0.000980347678181978	0.893025975274631	Shared dynamics	2
LOC100287225	0.481334238405929	0	0.960919035176658	0.904260897790259	0	0.979925822250597	Shared dynamics	3
LOC100287792	0.586361169296041	9.71645152220146e-05	0.848566519128566	0.926103087775912	0.00389313102563713	0.928074898700343	Shared dynamics	3
LOC100287846	0.978440040649776	0.000404228473334989	0.172995121573922	0.997270536858927	0.0109896727007312	0.486505203379674	Shared dynamics	2
LOC100288911	0.525510618023792	0.000308472992383346	0.538977601368404	0.915360145940856	0.00910427952484082	0.783527976551052	Shared dynamics	1
LOC100289019	0.659781640606574	0.000358922796309724	0.0837687959875844	0.940157239108593	0.00997239171395244	0.398598235272033	Shared dynamics	3
LOC100505702	0.539645071860818	0	0.0767057992807744	0.916583607778066	0	0.398598235272033	Shared dynamics	3
LOC100506023	0.587488525480082	0.00220661796740645	0.020095233347612	0.926103087775912	0.0369427214637156	0.274207661164226	Shared dynamics	2
LOC100506123	0.666825897385041	2.11458365040329e-06	0.484836355633484	0.941919463042689	0.000204428340167516	0.733735936139059	Shared dynamics	2
LOC100506241	0.0841027260824055	7.21258974614725e-05	0.77609481393713	0.888402866490071	0.00314298513663068	0.898362077418244	Shared dynamics	2
LOC100506469	0.0315796999175491	0.00301391236965842	0.211766229247122	0.888402866490071	0.0456374161792014	0.518083325911508	Shared dynamics	2
LOC100506599	0.849643738472578	2.03059096434144e-05	0.184343182309928	0.975603223572944	0.00116855914611868	0.497378572086351	Shared dynamics	3
LOC100506688	0.741504475873028	0.00123099002847837	0.782702327284019	0.954135607017512	0.0244779392651703	0.899924713556283	Shared dynamics	3
LOC100506730	0.749538091920842	0.000325925809022964	0.0960791928049025	0.955394411821494	0.00947487582860781	0.411652840908811	Shared dynamics	2
LOC100506776	0.462065783844231	0.00235985806224992	0.996683495133407	0.899872381476363	0.038455082330464	0.997522689768658	Shared dynamics	3
LOC100507501	0.927376806501015	0.000507225202513284	0.256555787529058	0.990132647795259	0.0130283198475081	0.539500422133843	Shared dynamics	2
LOC100507537	0.141660507094833	0	0.318966293329754	0.888402866490071	0	0.562655177930481	Shared dynamics	3
LOC145820	0.202768899280337	0.00151325187998402	0.377913900330848	0.888402866490071	0.0285958575394325	0.61757013759099	Shared dynamics	2
LOC151475	0.94682153145803	0.00139135555038999	0.141922094349977	0.992242247067069	0.0270140139347952	0.457451812400137	Shared dynamics	2
