Pump01_HUVEC-Gag-EIF4E_NHLF_Day01	Pump02_HUVEC-Gag-EIF4E_NHLF_Day01	Pump03_HUVEC-Gag-EIF4E_NHLF_Day01	Pump04_HUVEC-Gag-EIF4E_ESC_Day01	Pump05_HUVEC-Gag-EIF4E_ESC_Day01	Pump06_HUVEC-Gag-EIF4E_ESC_Day01	Pump01_HUVEC-Gag-EIF4E_NHLF_Day02	Pump02_HUVEC-Gag-EIF4E_NHLF_Day02	Pump03_HUVEC-Gag-EIF4E_NHLF_Day02	Pump04_HUVEC-Gag-EIF4E_ESC_Day02	Pump05_HUVEC-Gag-EIF4E_ESC_Day02	Pump06_HUVEC-Gag-EIF4E_ESC_Day02	Pump01_HUVEC-Gag-EIF4E_NHLF_Day03	Pump02_HUVEC-Gag-EIF4E_NHLF_Day03	Pump03_HUVEC-Gag-EIF4E_NHLF_Day03	Pump04_HUVEC-Gag-EIF4E_ESC_Day03	Pump05_HUVEC-Gag-EIF4E_ESC_Day03	Pump06_HUVEC-Gag-EIF4E_ESC_Day03	Pump01_HUVEC-Gag-EIF4E_NHLF_Day04	Pump02_HUVEC-Gag-EIF4E_NHLF_Day04	Pump03_HUVEC-Gag-EIF4E_NHLF_Day04	Pump04_HUVEC-Gag-EIF4E_ESC_Day04	Pump05_HUVEC-Gag-EIF4E_ESC_Day04	Pump06_HUVEC-Gag-EIF4E_ESC_Day04	Pump01_HUVEC-Gag-EIF4E_NHLF_Day05	Pump02_HUVEC-Gag-EIF4E_NHLF_Day05	Pump03_HUVEC-Gag-EIF4E_NHLF_Day05	Pump04_HUVEC-Gag-EIF4E_ESC_Day05	Pump05_HUVEC-Gag-EIF4E_ESC_Day05	Pump06_HUVEC-Gag-EIF4E_ESC_Day05	Pump01_HUVEC-Gag-EIF4E_NHLF_Day06	Pump02_HUVEC-Gag-EIF4E_NHLF_Day06	Pump03_HUVEC-Gag-EIF4E_NHLF_Day06	Pump04_HUVEC-Gag-EIF4E_ESC_Day06	Pump05_HUVEC-Gag-EIF4E_ESC_Day06	Pump06_HUVEC-Gag-EIF4E_ESC_Day06	Pump01_HUVEC-Gag-EIF4E_NHLF_Day07	Pump02_HUVEC-Gag-EIF4E_NHLF_Day07	Pump03_HUVEC-Gag-EIF4E_NHLF_Day07	Pump04_HUVEC-Gag-EIF4E_ESC_Day07	Pump05_HUVEC-Gag-EIF4E_ESC_Day07	Pump06_HUVEC-Gag-EIF4E_ESC_Day07	Pump07_Control_NHLF_Day01	Pump07_Control_NHLF_Day02	Pump07_Control_NHLF_Day03	Pump07_Control_NHLF_Day04	Pump07_Control_NHLF_Day05	Pump07_Control_NHLF_Day06	Pump07_Control_NHLF_Day07	Pump08_Control_NHLF_Day01	Pump08_Control_NHLF_Day02	Pump08_Control_NHLF_Day03	Pump08_Control_NHLF_Day04	Pump08_Control_NHLF_Day05	Pump08_Control_NHLF_Day06	Pump08_Control_NHLF_Day07	Pump09_Control_NHLF_Day01	Pump09_Control_NHLF_Day02	Pump09_Control_NHLF_Day03	Pump09_Control_NHLF_Day04	Pump09_Control_NHLF_Day05	Pump09_Control_NHLF_Day06	Pump09_Control_NHLF_Day07
MIR921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	65.9309	0	0	0	0	10.2555	0	0	0	0	9.32273	0	0	0	0	0	0	0	0	2.83497	0	17.6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR92B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR99B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7BHG	6.60851	8.3964	5.09087	7.0783	12.8035	2.23734	4.69039	2.10469	2.00409	3.7311	1.26968	1.71937	1.38081	5.7571	1.1344	31.9063	4.49993	2.53153	0.531078	1.68504	1.48685	3.83402	16.4301	0.921814	0.756076	4.81139	1.1821	1.32553	21.1415	3.19486	10.2896	7.19154	4.82403	0.974663	0.80206	1.0416	0.559962	1.15379	0.616081	0.281058	0.349972	0.963358	6.65603	0	5.80739	0	0	0	0	8.72321	0	0	7.03333	17.9409	0	3.13429	0	0	0	7.69665	0	0	0
MIRLET7C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7DHG	26.3333	0	0	0	0	0	0	0	0	0	0	0	3.40456	0	0	2.06387	0	0	0	5.39562e-05	0	0	0	0	0	0	0	0.920154	0	0	0	0	4.41163	0	0	0	0	0	0.216415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1021.8	0	0	0	0	0	0	0	28.6915	0	15.3034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIS12	3.97378	7.94838	0.8258	27.7231	1.21372	4.12575	0	0	4.80253	0.268306	11.2613	0.146149	0.389747	1.16584	2.12232	2.43181	4.89431	0	12.377	2.68194	0.274317	85.00073	2.17416	0.831085	0.276163	0.998743	0.555054	2.33443	0.195221	3.64193	24.5038	5.78826	1.44172	0.686769	0.0960231	9.34128	1.50977	2.70632	0.6512	0.15882	0.401059	2.51656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIS18A	1.30239	0	0	0.60587	147.659	0	0	3.38025	0	0	0	1.15492	0.661009	0	0	0.433617	0	0	0	61.5862	0.181005	65.9153	0	0	0.243614	3.82891	63.5788	44.7482	0.513304	0	0.114523	6.3477	0.511536	0	0.375872	0.304994	0	31.8413	1.03727	0.935159	0.42372	109.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIS18BP1	23.4313	0	0	0	0	0	0	0	0	0.106699	0	0	0	0	0	2.29607	2.8378	6.13287	29.4504	0	0.494674	0.0439499	0	0	0	0.279802	0	16.6644	1.1303	0.094129	0	0.329677	0.309903	0.142101	0.419137	0	0.129717	0	1.41652	1.10482	4.17642	0	0	0	0	0	0	0	0	5.67816	0	0	0	0	0	0	0	0	0	0	0	0	0
MITD1	0	0	0	0	0	353.399	198.653	0	0	63.3801	323.91	207.182	0	55.5688	0	0	0	0	0	0	29.5264	0	11.8568	0	7.40931	25.8879	0	0	0	41.2458	0	0.689984	0.486681	0	0	62.7659	0	0	0	4.9244	0.20121	26.3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITF	0	0	0	0	0.548482	0	0	1.9178	0	2.39968	0	0	0	0.130654	0	0	2.36092	0	0	0	0	1.77136	8.66166	0.259807	17.8153	0	22.8648	1.62693	0.193911	0.234618	0	0	0	0	0.213243	0.897274	5.269054	0	13.9774	0	6.22173	4.3999523	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89067	0	0	0	0	0	0	24.0898
MIXL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.69264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKI67	0	0.0785835	0	0	0	0.0845197	0	0	1.47025	0	0	0.692111	0	0	0	0	0.193614	0.941745	0	0	0	0.359695	0	0.0190195	1.0278	0.474361	0	0	0	0.443213	10.8226	0	0	0	0.858601	0.858205	1.73657	0.0951874	0.773374	0	0.1841379	0.618027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKI67IP	0	0	382.371	0	56.9408	51.5609	0	39.7671	47.164	95.7736	4.36362	7.39102	120.861	0	99.8603	4.2585	0	1.58411	40.1012	0	37.1889	41.742	12.8467	9.41135	57.7624	41.8504	0.156803	22.4556	108.441	76.9018	22.5062	7.93572	30.9469	33.4086	70.4151	26.3311	19.9256	58.4695	0	80.2942	32.8292	26.7418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKKS	0	15.841	38.2084	0.611557	48.567	199.28	0	81.1982	78.8849	19.0387	43.8992	103.621	27.2	139.1371	42.3323	40.0291	40.2571	26.5981	98.02558	48.2379	217.2346	246.1105	70.1878	21.9238	132.913	40.649363	91.9404	27.0251	80.6973	48.2941	110.627	45.5044	108.928	23.2902	70.845	21.0918	10.46418	75.3329	31.4657	66.18001	7.06092	38.5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24959	0	0
MKL1	0.423492	0	0	2.15825	18.8123	1.10102	0	0.548173	0	14.2242	1.82417	0	0	0	0	6.3673	36.6977	0.272529	23.8202	2.71859	0.0586178	10.3127	0.0877887	0.0495077	2.67783	3.62378	2.85386	0	8.35489	6.6257	1.6317	23.7342	0	0.34097	0.284443	0.230151	17.3373	5.41496	22.7168	0	0.342633	2.39544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.535	0	0	0	0
MKL2	0	0	0.0905319	0.100108	0.13331	0	0	0	0	0.116109	0	0	20.1099	3.17457	0	0	0	0	21.2478	0	4.21708	1.45792	0	0	10.0223	0.391274	0	5.9861	0.0212094	0	0.0946043	15.3909	0	5.70396	0.622204	0.687579	0.447273	0.231895	3.28263	2.00986	1.74771	0.534712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06536	0	0
MKLN1	3.4039457	3.16618898	1.279766003	7.038109174	12.16592017	2.0674997	0.467258498	0.3056338669	10.49591765	20.8816	1.120367606	8.57310527	2.113227291	5.126755415	6.141784992	25.36806826	11.081673902	7.34453289	22.53167255	2.109995381	11.104065877	1.2451184714	2.286037754	9.098440482	5.23018146	0.5852724196	0.8550201104	2.050242828	0.3163409699	13.428144031	8.21781835	7.69552	4.115754036	5.810857173	4.118308382	6.854909007	12.45767855	2.471511058	4.152893442	5.953713285	0.7734009306	0.7742411364	0	0	0	0	0	1.380524036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKNK1	0	11.0493	0.33933	1.30644	0	1.11729	1.22492	113.363530896373	1.51691	0	0	0.208894	28.44254	0.40865	30.17500034452	0	14.6451	2.90248	0.581005	0.151549	0.211227	17.8906600306461	1.00928	0.163214	85.27874	66.703537397105	1.97085000628215	4.88876	0.417601	3.84545	47.64110534597	0	15.40802	1.5214	0	0.0552218	12.23734	7.229280030183	56.466390807116	7.66018	0.0562819	0.0614536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.576	0	0	0	0
MKNK1-AS1	0.845337	0	0	0	0	0.437948	0	0	0	0.216362	0	0	0	0	0.300298	0.268475	0.800788	0	0	0.156945	0	0.196948	0	0.0940148	0.150062	2.03248	0.282511	0.0757293	0.0826592	0.200213	0.152309	0	0.392919	0.0719829	0.0843275	0.0655951	0.0940169	0.0798988	0.213886	0.210687	0	0.0728369	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52157	13.4675	0	0	0	0	0	0
MKNK2	338.484	210.9677	204.164	143.045	252.734	164.223	749.312	356.18312	1068.147	531.994	564.007	583.645	855.273	332.497	489.148	550.53	649.724	585.024	377.075	626.32	587.267	421.978	726.073	308.8493	355.768	375.623	475.382	478.124	416.025	248.8548	547.018	292.284	418.475	176.0548	68.03529	309.4443	592.635	318.849	511.84	204.7324	241.3045	332.54	815.536	0	12.4376	151.23	14.0772	4.20948	9.46793	0	0	0	13.8388	0	298.7949	5.04078	0	426.064	0	0	131.38	4.31844	10.3746
MKRN1	0	192.14	97.4967	0.284423	66.2841	1.59661	164.894	1.58877	36.9503	279.793104	10.4028	24.45163	29.8024	112.99	29.890273	117.2896	130.938	152.774	57.0097	117.16188	108.1967	90.5091	213.087	30.247507	102.507	140.996	113.21	103.075	28.3792	107.5292	102.841	230.246	14.8011	42.5522	38.2261	0	22.1792	119.23	53.8641	120.8025	84.9413	31.687	14.7319	0	0	0	37.4942	0	0	8.76734	0	0	0	0	12.6983	2.6888	263.284	0	0	225.235	0	0	0
MKRN2	0	265.909	96.36724	0	0	0	0	0.929732	0	0	4.54115	0	82.729	73.1163	116.084	10.52	0	0.616713	30.3641	0.13558	0	0.637002	40.5355	0	10.2299	11.783	39.921	0	0.0705301	0.596413	29.32568	2.88603	73.9547	3.27745	29.8423	18.4757	25.1513	92.2431000088414	1.33172	13.137	11.3423	0.0635152	0	7.08713	0	0	52.66	0	60.4454	0	10.3159	95.7446	0	0	0	0	0	0	0	0	0	0	0
MKRN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0559059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368119	0.229469	0.516594	0	0.669538	0	0	0.108536	0	0	0	0	0	0	0	0	0.108203	0	0	0	0.391012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKS1	0	0	1.37731	0	0	0.42966468	0	0	0.25809353	0	0	0.121390892	0	0	0	0	0.246075018	0	0	0	0	0	13.700992	2.02583603	0	0	0	0	0	0	0	0	0	6.57101072	0	3.01494788	0	0.241996014	0	0	2.00533598	0.145964779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKX	1.582625	0	0	20.05266	0.325654	0	0	0.227699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625677	0	0	0	0	15.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLANA	6.55268	14.8243	17.2704	32.2712	45.3306	6.31707	3.64789	16.8291	1.49844	5.28236	64.8994	11.3345	5.42777	17.7849	8.97537	51.0101	15.7682	10.582	5.10976	7.05612	6.45258	13.9724	15.6204	5.18376	7.22384	13.5025	3.85936	5.76639	4.25562	9.1926	2.17511	3.84269	8.20267	5.02743	8.72853	6.34375	15.0869	6.29476	5.48578	1.62078	3.32271	3.11456	0	0	0	35.4251	0	0	0	0	0	0	0	0	56.1269	0	0	0	0	0	0	0	0
MLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156874	0	0	0	0	0	0	0	0	0	0.0623718	0	0	0	0	0	0	0.0467289	0	0	0.0477314	0	1.3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLEC	0	28.0325	0.620149	0.137146	0.182633	0.153886	25.2277	10.7312	102.489	94.171	34.2538	125.505	25.5025	47.4107	25.1637	30.6508	69.9744	62.2881	50.2851	45.0628	53.3479	76.6723	27.1798	63.0996	83.6877	62.8222	87.5107	53.2847	34.6637	17.4706	62.8852	66.8719	40.9666	15.4945	50.3988	73.8732	76.6409	84.2887	61.9072	12.0724	62.6902	48.8191	7.10868	2.91456	6.39252	0	7.23538	4.92278	8.31225	4.23538	0	3.9479	0	0	6.1162	0	4.97009	7.04375	0	0	2.82781	7.57565	2.67621
MLF1	3.88673	0	25.4503	23.8087	0	0	0	0	4.62309	26.25578	48.0863	102.1662	0	0	0	48.7136	59.79762	13.35487316	0	17.09213007	0	0.100494	116.4562	9.84651912	0	4.00224	0	0.0850276426	0	54.0645	24.4099	0	3.541708944	0	0	4.859104514	0	1.82531	8.2168	0	0	0.963443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLF1IP	43.77	0	0	0	0	0	0	0	0.351958	48.9885	0.220927	0	0	5.20219	0	0	35.7517	53.2997	0	0	0	0	0	0	0	23.2546	0	27.7117	0	0	1.01028	0	16.9738	0	9.58822	0	0	0.0977652	0	0	0	16.9265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLF2	0	246.261	50.3309	0	382.929	257.964	39.7414	140.272	220.9665	0	135.031	144.120613	2.69455	5.74446	0	254.6101	30.5102	92.2125	338.571	146.109	31.163	133.81	180.1503	61.6555	19.9998	57.4714	25.4468	276.4308	163.0976	70.1164	151.4375	185.1998	42.7359	316.084	186.9194	165.9075	92.5505	29.3667	214.0292	158.0214	195.0549	118.7194	0	0	0	0	0	12.4954	0	1044.95	0	0	0	0	77.86	0	0	17.8963	0	0	0	12.816	13.4727
MLH1	0	0	2.78974	0	1.54026	61.487	0.537308	0	0.520197	0.223644	5.73695	0	27.2079	0	38.5	0.265122	0	0	0.0992709	0	0.115179	0	1.55331	0	5.11098	0.0838835	18.4094	30.2914	16.3335	0	0	0.115269	0	0	0	0.0622149	0	0	19.4652	11.768763	29.6396	5.741893	0	0	233.415	0	0	0	0	0	0	0	0	0	0	0	236.723	0	0	0	0	0	0
MLH3	0	0.577286568468	17.920927802	0.1107060782755	0.294847409101	0	8.1764270936	7.5287743111	0	0	0.06860770544	0	0	0.210646400119	31.8025792884	2.01204230789	0	0.153756168544	0	0.361099455877	22.5239236036	0	0.29713400956	0.139714186016	0.777419914479	2.52426264142	0	4.39810377012	0.938187993183	4.13424378722	5.3774754499	0	0.0233008376001	0.363491323213	0	22.5523212112	9.9959626556	26.764832974	6.0292988648	4.9201425722	17.74721	3.94918934601	0	2.352156392	0	0	23.364109389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLIP	0	17.1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8367	69.5265	1.72548	0	0	0	0	0	0	0.89872	0	0.104412	0	0	0	0	0	0	0	0.086532	0	0	33.5549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16338	0	0	0	0	0	1.61661	17.1655	0	0.395419	0	0	0	0	0	0	0	0	0	0	7.95609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLK7-AS1	0.795202	0	8.54974	0	13.2857	14.0831	0	0	0	0.207839	0	0.46128	0	0	0.8873	0.262298	3.00239	0.337616	0	0	0.259365	0.272207	0.648793	0	0.153221	1.01749	0.625658	0.147246	0	0.1858	0.217863	0.250382	1.13724	0.141679	0.306852	0.0736647	1.53109	0.631322	2.04401	0.188599	0.0640239	8.23706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLKL	0	0	0	0.363057	0	0	17.2691	85.2935	0	0	0	88.118	0.360534	0	0	0	0	0	0	0	10.5128	0	0	0	0	65.7122	0	0	0	0	35.2238	0	0	0	28.9141	0	0	0.418219	0.706985	0.340035	0	32.6197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
