Pump01_HUVEC-Gag-EIF4E_NHLF_Day01	Pump02_HUVEC-Gag-EIF4E_NHLF_Day01	Pump03_HUVEC-Gag-EIF4E_NHLF_Day01	Pump04_HUVEC-Gag-EIF4E_ESC_Day01	Pump05_HUVEC-Gag-EIF4E_ESC_Day01	Pump06_HUVEC-Gag-EIF4E_ESC_Day01	Pump01_HUVEC-Gag-EIF4E_NHLF_Day02	Pump02_HUVEC-Gag-EIF4E_NHLF_Day02	Pump03_HUVEC-Gag-EIF4E_NHLF_Day02	Pump04_HUVEC-Gag-EIF4E_ESC_Day02	Pump05_HUVEC-Gag-EIF4E_ESC_Day02	Pump06_HUVEC-Gag-EIF4E_ESC_Day02	Pump01_HUVEC-Gag-EIF4E_NHLF_Day03	Pump02_HUVEC-Gag-EIF4E_NHLF_Day03	Pump03_HUVEC-Gag-EIF4E_NHLF_Day03	Pump04_HUVEC-Gag-EIF4E_ESC_Day03	Pump05_HUVEC-Gag-EIF4E_ESC_Day03	Pump06_HUVEC-Gag-EIF4E_ESC_Day03	Pump01_HUVEC-Gag-EIF4E_NHLF_Day04	Pump02_HUVEC-Gag-EIF4E_NHLF_Day04	Pump03_HUVEC-Gag-EIF4E_NHLF_Day04	Pump04_HUVEC-Gag-EIF4E_ESC_Day04	Pump05_HUVEC-Gag-EIF4E_ESC_Day04	Pump06_HUVEC-Gag-EIF4E_ESC_Day04	Pump01_HUVEC-Gag-EIF4E_NHLF_Day05	Pump02_HUVEC-Gag-EIF4E_NHLF_Day05	Pump03_HUVEC-Gag-EIF4E_NHLF_Day05	Pump04_HUVEC-Gag-EIF4E_ESC_Day05	Pump05_HUVEC-Gag-EIF4E_ESC_Day05	Pump06_HUVEC-Gag-EIF4E_ESC_Day05	Pump01_HUVEC-Gag-EIF4E_NHLF_Day06	Pump02_HUVEC-Gag-EIF4E_NHLF_Day06	Pump03_HUVEC-Gag-EIF4E_NHLF_Day06	Pump04_HUVEC-Gag-EIF4E_ESC_Day06	Pump05_HUVEC-Gag-EIF4E_ESC_Day06	Pump06_HUVEC-Gag-EIF4E_ESC_Day06	Pump01_HUVEC-Gag-EIF4E_NHLF_Day07	Pump02_HUVEC-Gag-EIF4E_NHLF_Day07	Pump03_HUVEC-Gag-EIF4E_NHLF_Day07	Pump04_HUVEC-Gag-EIF4E_ESC_Day07	Pump05_HUVEC-Gag-EIF4E_ESC_Day07	Pump06_HUVEC-Gag-EIF4E_ESC_Day07	Pump07_Control_NHLF_Day01	Pump07_Control_NHLF_Day02	Pump07_Control_NHLF_Day03	Pump07_Control_NHLF_Day04	Pump07_Control_NHLF_Day05	Pump07_Control_NHLF_Day06	Pump07_Control_NHLF_Day07	Pump08_Control_NHLF_Day01	Pump08_Control_NHLF_Day02	Pump08_Control_NHLF_Day03	Pump08_Control_NHLF_Day04	Pump08_Control_NHLF_Day05	Pump08_Control_NHLF_Day06	Pump08_Control_NHLF_Day07	Pump09_Control_NHLF_Day01	Pump09_Control_NHLF_Day02	Pump09_Control_NHLF_Day03	Pump09_Control_NHLF_Day04	Pump09_Control_NHLF_Day05	Pump09_Control_NHLF_Day06	Pump09_Control_NHLF_Day07
COA3	0	47.1559	0	2.66711	0	0	0	1.23675	5.44088	0	2.48494	39.5221	178.297	259.762	47.3688	44.6475	122.223	100.112	0	175.929	0	0.320985	333.884	0	0.806631	201.202	0.645821	166.869	6.21063	376.161	0.252051	141.883	268.788	239.746	50.8887	205.836	71.8752	176.53	23.2318	184.205	311.885	263.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA4	387.883	0	17.8812	0	0	173.616	1.83557	0	0	0	3.27194	226.61	259.818	0	0	108.082	17.8494	0	229.03	131.131	401.61	136.622	289.536	8.93552	213.23	72.0959	29.0198	72.0349	152.779	86.4595	156.335	171.372	93.2271	142.977	0.271696	294.492	48.2477	126.348	93.65	122.105	54.4463	292.287	0	0	0	0	0	0	0	0	0	0	34.1049	0	0	0	0	0	0	0	26.6528	0	0
COA5	377.223	1.1073	0	0	0.707656	0	216.258	0	4.66611	0	0.329551	60.9179	12.5621	19.236	0	0.190031	0	50.7011	0	0	47.7836	0	32.6026	0.13392	0	0	0	16.5628	0	0	79.7491	0	59.4189	20.9111	0	30.4866	20.4366	30.4955	16.0702	0	37.7112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA6	0	5.58636	140.108	720.798	69.2253	367.242	32.4886	234.472	280.113	225.603	458.364	536.001	83.3091	208.458	147.147	36.2684	311.1765	137.449	295.723	3.6167	427.125	78.0993	15.2941	133.051	165.3	221.0134	16.9179	98.8396	153.1076	336.4395	0	106.763	267.54	16.1993	153.85	158.983	86.7503	220.528	270.8144	41.1425	70.9458	119.2716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920.44	0	0	0	0	0
COASY	0	144.907	287.692	0.425206	45.8669	53.4959	34.3715	166.333	236.4559974	0	89.1163	14.17	283.822	36.984	14.384	151.016	0.685512	17.1323	0	0	36.9385	114.27496	43.5953	27.8729	134.113336	32.4823	152.42978	1.549675	129.70069	77.1628	33.4429	65.23231	40.25587	32.98415	78.925523	135.98256	46.5986	12.1955	61.619029	0.0729375	39.9753	83.8745	0	0	0	0	0	0	0	0	0	0	0	0	0	2304.45	0	0	0	0	0	0	0
COBL	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627576	0	0	1.48352	0	0	0	6.10836	0	3.61468	0	0	0	0	0.133659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COBLL1	0	0	0.645349	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458613	0	10.853	3.05372	0	0.213076	0	1.26046	0	0	0	15.7978	0	9.9944	5.732	0.532782	2.14102	0	2.36471	0	9.68559	8.6059	3.25583	2.81605	0	6.63608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG1	75.9665	0	0	0	4.10467	0	0	3.30733	9.18082	4.93069	55.9776	25.2575	0.215421	19.5923	0	1.90201	1.53647	20.0101	0	0	8.66795	38.7161	0.132502	5.52603	4.22059	1.15874	33.5418	50.6381	9.72109	0	0	32.8022	0	0.0571495	0.564583	0.845102	0.993511	0.523093	23.1991	0.203164	31.6159	2.2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0491	0	0	0	0
COG2	0	0	1.65075	0	29.57114	0.683019	0	0	0.2050756	0	0	5.016791	0.774674	1.351323	0	0	0	48.9743	0	5.8228	0	3.709359	2.722836	0	0	0.79376	0	0	0.1288783	5.760013	0.804904	47.5026	61.6586	0	0.4408166	14.02279	14.21581	9.74559	41.5208	0	0.1062729	1.276614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG3	0	18.1712	18.8781	0	13.516	0	20.5491	0	4.64351	27.2112	0	0.0606995	2.92665	0	12.7932	0	3.44636	0	0.0493628	27.7057	8.69638	9.2417	0	0.0483221	4.03572	5.74213	0.185698	0.582078	0	0	0	1.54432	0	15.6787	0	0	5.22071	0.282408	0	12.4203	0	2.73989	9.92347	0	0	0	0	0	0	0	0	0	74.3921	0	0	0	0	0	0	0	0	0	0
COG4	0	13.9991	6.51751	0	0	0.367789	78.5133	0	68.4683	0	0	176.575	0.116327	0	0	1.16935	46.5496	0	15.4388	83.208	46.235	0	36.6512	75.5036	4.07804	30.8054	0	0.13268	31.015	31.2638	68.4741	0	0	12.9603	0	30.2556	0.230731	0	2.70926	5.6752	2.2888	0.0624836	0	0	587.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.73278	0	0
COG5	1.181180845654	0	3.1340600137556	0.154199	0.485767	1.81415164123	0	0	0.71024000700573	0	0	0	0	0.46282500270902	9.7707500846009	0	0.46889100153278	0	2.7990700103965	0	0	4.57494000934052	4.4168520575915	30.744000108929	0	0.473482000886167	0	0.0467092	0.0386401	27.248800055932	0.44382600969912	10.9490000183906	0.0477791	0.78224100154935	0.0319402	1.25917000268022	8.734300165823	0	0.46810700563156	0	0.127398000889359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG6	3.23737	10.4239	44.16981	73.70687	0.328277	7.1045	0	1.2414	0.112193	2.80207	0.309777	2.27041	11.5792	0.105687	3.08395	0.237598	2.299895	2.93114	0.128852	0.0679068	0.348422	0.915294	1.56531	0.840864	1.7212271	3.100324	2.8466277	0.675256	0.423555	2.25883	0.125957	1.49262	5.627784	10.101622	20.67289	2.96074	1.56643	4.200506	0.380075	0.5361106	0.869862	0.0940519	0	0	0	0	8.78859	4.42522	0	5.14319	0	0	0	0	0	0	0	0	0	0	0	0	0
COG7	16.2704	0.649886	0	1.8553	0	0.346057	0.854145	0.579325	0	1.06898	0.78426	0.388889	0.231012	0.590543	0.498697	16.5674	42.9982	0.714674	0.638427	0	0.466098	0.739557	20.224	0.155589	2.7173	0	0.22308	5.51538	0.782002	0.0801859	13.0391	0.183724	0.402352	5.46624	0.130089	2.51886	0.14416	0.844762	0	0	11.1889	0.0592183	0	0	0	0	0	0	0	9.44352	0	0	0	0	0	0	0	0	0	0	0	276.556	0
COG8	0	163.492	0	0	0	6.96429	0	0	0	57.7669	0	0	0	0	12.6964	0	0	0	0	24.2082	63.2169	27.3755	35.1073	0	20.7094	0	0	12.7062	23.8385	0	0	11.7194	0	0	86.7498	0.0611608	0	0	0	4.61527	0	11.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COIL	0	0.358901	2.80285	0.344314	0	0.773304	0	36.8551	46.9066	134.615	17.7179	0	0	24.0397	0.831767	27.4159	0	0	36.8013	6.16885	29.7282	0.411755	0	37.1649	0	6.14128	10.0987	18.9676	0.145876	9.16378	25.3811	3.49937	18.8673	11.364	0.213811	8.8898	0.808411	1.30656	2.45526	10.8683	1.26323	4.07241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL10A1	1.17217	0	0	0	0	0.610135	0	0	6.77669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL11A1	2.16191	0.391434	0	0	7.83061	0	4.72069000252731	0.116549	0	0	0	0	2.86833	0.238069	0	1.47151	1.04511	0.220362	0.592761	0.0510072	0.186894	1.46391	0	0	0	0.434749	0	0	0.0265067	0.160013	0.0709409	0.22413	0.395028	0	0	0	0	0.0526999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL11A2	0	2.97859049948	0	0	0	0	0	0	0	0	0	0.0452539133412	0.0519683116904	0	0	0	0	0	0	0	15.61590280596	0.1364250210186	0	0.1081260254965	0	0	0	1.070910153668	0.1815360330032	0	0	0	0.3307000964346	0	0	0	1.040770914114	0	0	0.1403151291773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL12A1	0	0	1.74221	0	0.0988895	0	0	0	0	0.258382	0	0.033908	1.5945	0	0	0.370381	0.4126	1.585562	0.0957712	0	0.0665585	0	0	0.0374923	0.134076	0.0483659	0	1.12808	0	0.037986	0	0	0.22526	0.487702	1.00019776	0.268946	0.663685	0.203273	4.97441	0.0550964	0.691362	0.0849964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL13A1	1.38172	0	0	46.3045	0	0	0	4.17643	0	0	2.48409	0	0	0	17.1238	0	0.1982	0	3.71469	0	0	0	0.14344	0.0808284	0.514835	0	0.214545217105	0	0	0	0	0	0	0	5.04094	0.0537249	8.9383990075	0.0675537	0.175826	0	0.0559848	5.23319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL14A1	0	0	0	2.28887	2.86871	0	0	0	0	0.0780822	2.50329	0	2.74372	0.0854011	0	0.0479903	1.73034	0.748004	0	0	2.77551	0.0321527	0	0.0679613	0	0.467882	0	0	0.0285248	0.37884	0.50895	0.120604	0	0.0780072	0.0278906	0	0	0	0	1.15514	0	0.0256842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL15A1	0	0	0	0	0	0.931868	0	0	0.11184	0	0.102935	0	0	0	0.133664	0.0592129	0.320204	0.0768932	0	0.270776	0.0496183	0.119011	0.297218	0	0.166649	0.144319	0	0	0.246299	0	0.0313904	0	0.0349669	0.384862	0.240799	0	0	0.139939	4.92548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL16A1	0	10.6104	1.41567	2.66111	0.625363	1.5809	0	0	0	0	0	0.0496067	29.4491	0	0	0.502247	0.100596	0	6.33611	1.02091	3.41396	17.647	1.82083	0.197519	0	0	0.0379489	2.50616	0.0331634	0.0400429	0.23669	0.0467447	0.0329553	0.392981	14.1692	0	0.147186	0.0989174	0	0.0805781	0.0273328	0.268752	0	0	0	0	0	0	0	0	0	0	16.2158	0	0	0	0	0	0	0	0	0	0
COL17A1	0	0	0.14089	0	7.05355	0	0	0	0	0	0	0.0987385	0	0	0	0	0	0.0721263	0	0	0	0	0	0	0	0.0338409	0.0377674	0	0.0990145	0	0	0	1.21351	0	0	0	0.0366208	0.623479	0	0.641543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86853	0
COL18A1	0.35109	0	1.47057	0.162606	58.2487	0	0.4532	3.02907	46.6457	32.6292	23.9858	17.8816	26.5081	25.8905	0.261731	17.1598	64.0584	15.5085	46.197	2.58487	10.0075	3.10714	2.83721	0	1.33791	18.2271	16.4383	25.242	20.2907	34.4417	9.6196	18.0154	42.7589	22.0435	4.64791	12.0698	19.0346	13.7351	10.0621	10.407	13.6004	3.31907	0	0	0	3.17749	0	0	0	0	0	0	0	0	0	1.53885	0	0	0	0	0	2.99412	0
COL18A1-AS1	0	0	0	2.213897	0	0	0	0	0	0	0	0	0	0	13.215	0	0	0	0	0	0	0.124513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL18A1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL19A1	2.56781	0.309888	0.179137	0.198086	1.71459	0.111115	0	0	0.266635	0.172309	1.84135	0.125508	0.32439	0.188446	0	0.247044	0.82725	1.69652	0.0510859	0.0403846	1.77541	0.354688	0.221517	0.224999	1.76851	0.365602	0.0720358	0.642432	0.0629513	0.202662	0.149756	0.295671	0.0625336	0.0956489	0.164156	0.132734	0.0931614	0.104285	0.0564816	0.0169955	0.0518732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL1A1	0.317885	4.14474	0	0.736023	3.72453	1.32143	51.284	33.5935	9.21749	93.4807	7.75476	26.4023	38.6751	59.9468	46.5567	28.756	65.4605	66.9253	121.262	234.444	93.8947	123.364	139.877	126.831	127.964	112.231	106.311	276.914	218.806	104.267	89.1711	174.066	218.939	262.761	178.227	250.854	124.129	292.88	222.978	331.645	306.891	329.617	0	0	3.43056	0	0	2.64197	0	168.181	40.9981	0	0	0	0	0	5.33387	3.78032	0	0	142.631	0	2.87211
COL1A2	15.7117	0.337252	0.438729	0.161706	4.9528	0.18146	4.50691	0	4.79115	0	12.628	8.1482	0.176527	34.5688	13.2743	0.0576508	85.4229	0.074867	0.833783	10.6778	1.01453	20.8956	19.4611	54.3968	32.0942	34.2498	39.1237	27.6257	45.2899	108.337	59.568	37.5695	76.1241	81.2533	43.9778	92.9615	0.0760213	35.4588	77.2842	35.765	132.624	63.6077	0	0	0	0	0	0	0	4.99229	0	0	67.0053	0	0	0	0	1208.51	0	215.016	0	0	0
COL20A1	0	2.87099	0	8.26045	0	0	0	0	0	0	0	0	0.0770681	0	0	0	0	0	0	0	0	0	0	0	0.0425141	0	0	0.0858332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL21A1	0	0	0	0	0	0	1.47548	0	0	0	0	0	0	0	0	0.226576	0	2.94132	0	0	0	0.30358	0.47375	1.28228	0	0	1.386	0.171624	0	0.433395	0.680393	0	0	0	0	0.106458	0	0.535374	0	0.0363317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL22A1	0	0.143093	0	0	0.91361	0	0	0	0	0	0	0	0	0	3.09178	0	1.05806	0.0635254	2.51194	0.0559363	0	0.491518	0.736606	0.0692597	0	0.0596044	0.0332649	0	0.02907	0	0.025934	0.0819405	0	0.0264992	0.0284235	0.252877	0.0322583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL23A1	0	0	0	0	0	0	0	0.272848	0	0.169999	0	0	0.10663	0	0	0.104604	0	0	2.64267	0	0	0	0	0.0739275	0	0	0	0.237475	0.0620875	0	2.43743	0	0	0.0565765	0	0	0	0	0	0	0	0.0559107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL24A1	0	0.418833	0	0.133873	1.60447	4.50634	0	0.49882	0	0.0776379	0	0.0424194	0.0487163	1.01898	0.107732	0	0.0860246	0.123958	0.172595	0	2.31976	0	0	0	0.107451	0.0290761	0	0	0	0.068488	0	0.999307	0.225444	0.180981	0	0.134574	0	0.338352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL25A1	0	0.990807	0.614362	0	0.485988	0	0	3.00881	0	1.058458	5.43026	0	2.69687	0.843946	0	0	0.234715	0.337995	0	5.05173	0	0.0454015	0	1.8843297	0	0.396952	0	0.14781	0	0	0	5.236736	1.46151	0.0366962	0	0.367123	0	0	0	0	0.0593328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL26A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.595	0.121167	0.506871	0	0	0	0.126036	0	0.619187	0	0	0	0	1.94981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL27A1	0	0	0	0	0.208493	0.175688	0	3.64575	0.105423	2.90559	0.582211	0	0.056972	3.07877	4.28404	15.1818	0	11.5253	25.4702	0	6.68885	2.01931	18.702	0.197556	1.60236	11.3933	0.113868	4.72768	0	18.6635	3.28467	23.0961	0.0988843	4.23288	10.7992	6.29585	3.60673	2.44041	5.49145	0.0268643	11.4272	3.85282	0	0	0	0	0	22.4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL28A1	0	1.05695	0	0	0.337511	0	0	0	0	0	0	0	0.829922	0	4.08057	0	0	0	0	0	0.302875	0.666348	0	0	0.101761	0	0.491506	0	0	0	0.0479035	0.530062	0	0	0	0.0424787	0.119081	0	0	0	0.309867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL2A1	0	0	0	0	1.91706	0	0	0.33519	59.1418	3.65272	0	0.0570335	0.196436	0	3.9104	0	0.231305	0	0.417487	0.14668	0.0537611	0	0	0	0.0361147	13.449	0.0436239	0.0364653	0	1.01275	5.57786	0.322456	2.00814	8.20057	3.2425	1.05548	2.07239	0	13.5473	0	0	0	13.9879	0	33.5454	0	56.9524	0	69.0507	372.131	0	828.614	41.9423	0	321.103	0	0	9.24354	0	0	14.8311	0	0
COL3A1	0	0	0	0	0.424279	0	0	0.148379	0	0	0.0987328	0	0	0	0	0.170379	0.409503	2.65516	0	0.389602	17.1812	0.114148	0	0	0.0319687	0.346055	24.9097	14.0113	0	0.448262	1.9571	12.7017	0.067077	31.9632	7.12731	1.86843	0	6.54338	13.4464	1.94072	34.1862	26.2563	0	0	0	0	0	0	0	0	0	0	0	46.6632	0	0	0	0	0	0	0	0	18.6461
COL4A1	5.75363	0.694543	10.721	0.133199	19.1568	0	28.5852	0	34.8826	0	0	0.253235	5.62265	21.2909	0	9.30539	33.5519	0.863338	0.892979	19.0598	30.0052	0.795212	24.6097	34.9621	23.039	38.1293	21.8294	19.1674	7.90154	2.7598	25.3264	10.4995	28.5433	3.18983	0.579443	13.5459	10.0836	26.8757	9.68538	21.0959	14.4655	20.785	0	0	0	2.60277	3.51363	0	2.6911	0	0	0	6.89919	0	0	1.26088	4.82731	0	0	0	0	0	2.59932
COL4A2	40.5501	29.0085	48.4259	0.139083	27.9671	1.40454	0	0.388666	21.1622	0.161319	0	14.2351	10.0717	6.88124	10.8568	3.22244	16.713	2.70444	27.2904	38.4413	14.8758	22.9847	49.8388	6.77461	17.2475	18.5482	10.4189	29.3721	15.9117	38.2453	20.0573	35.5488	13.3801	13.645	12.5903	18.6418	5.29701	25.6908	26.0566	14.3191	37.3004	14.6721	0	0	3.24138	0	0	4.99232	2.80984	0	12.9113	0	7.20392	0	3.10133	1.3165	0	0	0	0	0	2.56088	0
COL4A2-AS1	0	0	0	0	21.4978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03748	0	0	0	0	0	0.488468	0	0	0	0	0.443437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A3	0.692775	0	0	0.106892	0.427034	0	0	0	3.81315	0	0	0	0	0	0.172025	0.0761829	0.0686799	0.643321	0	0.0435833	0	0.0255214	0.76505	0.350746	0	0.0464234	0	0	0	0	0	0	0.854907	0.805171	1.30656	0.0895356	0	0	0.0609586	0.605296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A3BP	20.62010281689	0.85853	5.80771000268987	13.5022000017707	0	0	0	0.153366	33.254859	0	13.57320026989	18.5685480091229	11.3843000038715	28.9337000185	0	13.2675000037488	22.8574	0	28.5690000109552	11.2754000037776	29.5116	15.799928	39.68494	0	0.0991337	12.9132	13.2130000030318	16.6179000029818	5.19780000130464	7.245	13.6314000379146	16.6697000026459	0.069335	0.0317976	5.450451	0	22.797	1.48599	0.140865	9.743214	6.46924000503542	6.56496000599668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.490980840217	0	0	0	0	0	0
COL4A4	0	0.434412	0.30133	0	0	0.5607	0	0	0	0	0.980818	0	0.0303156	0	0	0.0296791	0	0	0	0	0.0248874	0.477253	0.0372607	0	0.0167118	13.655	0	0	0	0	0	0	0	0	0.362446	0.0279082	0.333043	0.19295	0.332528	0.0142947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A5	0	0	3.990111	0.1337002	0	0	0.3726239	0	0	0.465222	0	0	0	0	11.51228	0.857791	1.202783	0.3094933	0	0	1.797493	1.213271	7.35674	0.4049236	0.295106	0	0.0972401	0	0.0566516	2.393983	0.1768867	0	0.2532948	0	0.0276962	0	0	0	0	0	0.02334365	0.02550476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A6	0	0	0	0	7.40328	0	0	0	0	2.30293	0.1609	0	0	0	0	1.75816	1.27584	0.0612815	0	0	0	0.0316095	0	0.0334074	0.0796807	0.316235	0	0	0	0	0	0	0	0	0.0548402	0	0	0	0	0.0227129	0.023111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL5A1	38.082	0.106882	18.9992	5.43156	36.8473	0.114975	23.8494	0.19095	0.0689754	4.16018	7.49418	0.292204	0.0745895	35.8786	24.5739	20.9251	3.95071	6.35753	21.6985	63.3478	11.1142	3.81695	14.1194	7.26883	5.20198	2.40336	30.7838	31.0347	15.2855	12.4772	18.5948	26.2805	38.8022	3.30557	12.8028	36.568	55.9328	4.5537	55.0827	3.88642	26.8017	22.3063	0	0	0	0	0	1.83913	0	0	0	0	0	0	0	0.970369	0	0	0	0	0	0	0
COL5A2	0.812274	1.43802	0	0.501415	0.166929	0	0	0	2.44717	0.363483	0	8.53939	0	0.159018	0.100874	0.536125	3.2219	2.26333	0	0	1.61038	0.987795	0	0	0.32698	0	13.1285	3.22668	0.239019	9.55514	5.73358	0.224561	4.77584	0.726293	1.48018	0	0.0884175	0.924023	15.0483	0	0.0218861	4.663	3.24891	0	0	2.44944	0	0	0	0	0	0	0	0	0	1.18669	0	0	0	0	0	316.202	0
COL5A3	0	0	0	0	0	0	1.18015	0	0	0.409281	0	9.61602	0	0	0	0	0	0	1.85603	0	0	0.033708	0	3.13473	0	0.0306572	0.0342182	0	0	0.0722097	1.68067	0.0421454	0.118851	0.70872	0.233902	0.0472961	1.16137	0.148643	0.0402482	0.0484381	0.123222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A1	0.90226	6.97467	0	0.209036	0.27837	0	0	7.00794	0	0	0	0.0662636	0.152121	39.654	0	16.7747	43.5336	2.70999	11.853	30.9209	2.12334	16.6321	33.9526	42.4054	5.62231	7.90396	41.6545	25.3287	53.6288	27.2742	22.1253	16.5466	32.9721	51.7034	38.485	35.1005	42.5883	40.6943	1.07303	52.8659	57.4961	20.2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A2	0	0	0	0	0	0	0	0	0.191594	6.46818	0	0	0	0.164565	0	17.0265	0	12.3687	31.2072	10.4595	6.27593	0	13.811	11.9073	17.1345684	0.169131	31.9007	90.4509	14.9988	5.83935	12.3036	18.907	21.798	28.0881	45.1068	23.6901	4.08188	11.3131	13.6095	37.292467	22.6941	39.8315833	0	0	0	0	0	0	0	0	0	0	6.71632	0	0	0	0	0	0	0	0	0	0
COL6A3	7.45895	5.14376	0	0	0	0.577844	9.8968	0.459481	0.265547	0	0.489025	0.093747	17.7687	33.8446	0	0.308259	3.16876	44.117401	25.2608	86.996	21.7485	9.84367	12.575	0.64735	35.978003	5.226057	0.263055	39.448534	26.7289	46.57369	13.795973	30.9483	6.16558	38.961	56.484999	52.6292	28.808764	12.21385	15.8629	31.33045	22.283456	56.5628	0	0	0	0	0	0	1.9934	0	0	0	0	0	0	0	0	0	0	2.79105	792.932	0	0
COL6A4P1	0	0	0	0	0	0	0	0	0	0.710056	0	0	0	0	0	0	0	0	0	0	1.21893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A4P2	15.197	11.1699	4.8157	6.48604	3.39445	0.638042	3.25098	1.66823	1.33191	1.84036	5.95687	3.71534	2.17731	0.908783	1.32011	4.38501	1.69096	2.7563	0.555505	2.68131	0.342885	2.00501	1.63488	1.55208	1.20246	3.10524	0.308134	0.615768	0.611537	4.05769	1.54852	1.19523	0.684001	1.07458	1.5316	1.36246	0.980647	0.956041	1.29281	0.345689	0.39595	0.235626	0	12.0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
