gene	loading
SLC35C1	0.0241581844696998
MLLT1	0.0241511370552795
ITGA5	0.0241436806042276
LRRC8A	0.0241325534348095
DDX5	0.0241203757343523
C6orf106	0.0241135729491893
SZRD1	0.0240769818260226
CISD3	0.0240500216310562
COPE	0.0240224850418513
MAP1A	0.0239973279857798
POLR2L	0.0239732689634527
BRPF3	0.0239537761854255
ATMIN	0.0239436705720217
MED15	0.0239420844164835
NBPF16	0.0238396199171188
FAM109A	0.0238274442675615
RAB1B	0.0238268119274243
ROBO4	0.0238179404592079
PKIG	0.0237995036972858
TNK2	0.023792079697703
FBXO32	0.0237656985869806
CBL	0.0237540818058702
SH3GL1	0.0237506653611783
ENG	0.0237408621083658
MAPK12	0.0237162037941431
ZNF618	0.0237038351998191
CYB561	0.0236562503594562
PSMD2	0.0236410634735826
DENND5A	0.0235955003786779
ANXA5	0.0235424004626903
ARFGEF1	0.0235370786584373
RASA4	0.0234830618929012
TSC22D3	0.0234621495654194
MARCKSL1	0.0234111215770509
ESF1	0.0234048831846755
SHARPIN	0.0234035268461818
RPL21	0.0233917154437736
WASF2	0.0233412282422138
PHACTR2	0.023321099933374
SAMD14	0.0232687352642515
BMF	0.0232673582370379
SLC35A4	0.0232657797870181
SSH2	0.0232546496961321
TNS3	0.0232095209110297
FZD4	0.0231583682771879
ARFGAP2	0.0230455210630735
TMEM164	0.0230299113792498
AKR1B1	0.0229502857212781
STAT5B	0.0228941911400448
RAPGEF1	0.0228921622784163
PCGF3	0.0228412199972858
STK35	0.0228308294174595
PLEKHA1	0.0228111347074977
MYO9B	0.022792951173355
U2AF1	0.0227531085246249
ZZEF1	0.0227459766957652
RGCC	0.0227332081443817
ARFGAP1	0.0227270353332985
UNC5B	0.0227154443870436
HDAC5	0.0227020695088678
C9orf69	0.0226604007865085
FAM168B	0.0226504319307799
TRNP1	0.0226422622107084
CXCL12	0.0226393598617552
RNF40	0.0226080064477265
PHF13	0.0225996945773373
GSN	0.0225729591772717
PNN	0.0225518077531562
ANKRD1	0.0225083399493967
EIF4EBP2	0.0225000946063841
GALNT10	0.0224991129741314
ATP1B3	0.022480615521239
ZNF362	0.0224772177124653
ORMDL1	0.0224751197588511
CREB3	0.022470939518788
TUBB6	0.0224706761211305
HECTD1	0.0224596074169942
NAA60	0.0224248391542894
MEX3A	0.0224206783890708
WDR6	0.0224114268423124
REPIN1	0.0223854661429999
SPTAN1	0.022374825818689
SRF	0.0223672545735227
RGS3	0.0223636177382829
ARHGEF37	0.022350677204136
MXD4	0.0222744574520685
ARIH2	0.0222282801896761
DLG5	0.022173335624331
CIC	0.0221289813390108
BCL6B	0.0221185812660172
PRKCDBP	0.022109496674224
NT5DC2	0.0220979253558914
TRIM8	0.0220849609951509
UBE2Z	0.0220819592042275
PPP1R16B	0.0220727847108198
MYEOV2	0.0220411888954501
ANKRD17	0.0220196754297307
GNB2	0.0220175573300424
LMNA	0.0220005200068528
FDPS	0.021997595204381
DNAJC5	0.0219603360821534
KLF11	0.021932106673469
CCDC6	0.0219089038227382
USB1	0.0218730626866468
C6orf1	0.0218660688372203
ABR	0.0218631120888585
ZNF521	0.021843556991568
AHNAK2	0.0218375868786659
SAMD4A	0.0218179724275497
ZEB1	0.0218033471718414
GOT2	0.0217931208206192
VPS28	0.0217925582594593
SH3D19	0.0217906507270922
EFCAB14	0.0217876778910316
SLC25A1	0.0217585172019457
GRK5	0.0216654720066586
ADCK2	0.0216392234613659
ZBED4	0.0216335698588023
NELFB	0.0216280489789435
SSH1	0.0216251753991108
C1orf56	0.0216170069591777
FBXW4	0.0216004120248679
ATXN7L3	0.0215842380811747
KIF1C	0.0215720696953768
LGALS1	0.0215562280460799
RNF4	0.0215558442591944
PWWP2B	0.0215494531382948
LAMTOR4	0.0215392659158498
CDC25B	0.0215215832654326
DSP	0.0215126265405998
SNX9	0.0215026433862536
FZR1	0.0214946759619625
TBC1D2B	0.0214534299663113
ERGIC3	0.0214497556373803
SNX8	0.0214461125370467
HUWE1	0.0214300905049292
CCSER2	0.0214087348913762
SYNPO	0.0214078063163169
AHNAK	0.0213952370496435
RHOBTB1	0.0213874322285842
DPYSL2	0.0213776118261597
KIAA1671	0.021366161570872
DCTN1	0.0213515477705749
ATP6V0E1	0.0213416350412761
ZBTB39	0.0213393327194905
C1orf115	0.0213388501384626
HDAC7	0.0212951314222729
COL6A2	0.0212569284144389
TMEM204	0.0212530673108333
BACE2	0.0212512031801913
CRK	0.0212346213192632
CDCA5	0.0212188434469034
TBC1D1	0.0212160987457519
BAG1	0.021215205889493
ITGB5	0.0212067320453436
PMM1	0.0212015944886192
TUBB4B	0.0211903686130475
TPM1	0.0211821866559832
C7orf49	0.0211758562001399
CTDNEP1	0.0211656827331168
ARHGEF1	0.0211655318876601
GCC1	0.0211639127363663
CARD16	0.0211547702738366
POMT2	0.0211422423728226
TSPAN17	0.0211373031563139
TAF7	0.0211262026736343
TCF4	0.0211097932347999
EPHB4	0.0210790356003222
COL6A1	0.0210776477411816
VAV2	0.0210758336738937
PITRM1	0.0210739528652789
BLOC1S5-TXNDC5	0.0210598103795133
TYRO3	0.0210543376979431
TMEM184B	0.0210541209204958
FGD5	0.0210306949241716
PRKCH	0.0210269603999392
RPS6KA2	0.0210107178835969
ABL1	0.0210079640313076
PPP1R12C	0.0210059232359459
KLHL21	0.0209856068269745
GRAP	0.0209759556357088
AAMP	0.0209732048922073
DAB2IP	0.0209701447248741
SNF8	0.0209558801911499
TBC1D16	0.0209542523641005
CEP104	0.020918828573883
PDE2A	0.0209104771710436
SRA1	0.0208890194956864
PLIN3	0.0208874283907939
PDLIM2	0.0208424844135732
PURA	0.0208308773850311
NAA30	0.0208282829936682
LPIN2	0.020779452942181
CAPN1	0.0207637440485797
TBC1D13	0.0207460632312806
GOSR2	0.0207457820566962
NOSIP	0.0207351992822826
SHE	0.0207298939231089
DBI	0.0207053750799012
EXTL3	0.0206812381908554
HSF1	0.0206748009843462
ANKRD50	0.0206517325488894
SMURF1	0.0206515325258828
SLC25A39	0.0206263540867384
PANK2	0.0206131386124407
POLD2	0.0206042249724478
UBAP2L	0.02059426010018
PTPN21	0.0205812858497165
MBD2	0.0205342050341387
SWAP70	0.0205065251364565
WDR1	0.0204980268750394
HECW2	0.020494103264838
PLEKHB2	0.0204929062949018
TMEM259	0.0204631320159333
MLLT11	0.0204586194449146
PIK3CA	0.0204433067074724
FAM107B	0.0204099814414216
C20orf111	0.0203893022078816
CDIPT	0.0203872247865492
PIP4K2B	0.0203488220952491
ECE1	0.0203483397108142
KCTD2	0.0203333770551567
BCL9L	0.0203201785167359
EIF4G2	0.0203164113519615
RABEP2	0.0203117561135829
SCD	0.0202791055817629
CYTH1	0.0202622295046917
SEPHS2	0.0202621587579528
CPSF3L	0.0202614912420242
DPYSL3	0.0202467100983063
GLTPD1	0.0202460854951482
ARHGEF12	0.0202448997028351
SLMAP	0.0202415886594938
MGAT1	0.0202349324984227
PDLIM7	0.020232278657143
RASGRP3	0.0202153626794502
PDE4A	0.0201977461646486
CDK6	0.0201899803073794
VDAC3	0.0201844346377486
DAPK3	0.0201798959970946
DOCK6	0.0201711943622741
FBXW2	0.0201640090693701
SMARCC1	0.0201477604951268
PACS2	0.0201438956451696
CCDC124	0.0201194856716159
PQLC1	0.0201145880094634
UBE3B	0.0201131812659085
DMWD	0.0200708876521393
LAMTOR1	0.0200700773893568
SOX17	0.0200642854957008
IMPDH1	0.0200624366965861
RUSC1	0.0200231840743235
NT5C	0.0200122475670763
TPRG1L	0.0199902054188772
XRCC5	0.0199879290325211
XPC	0.0199752400178278
RCC2	0.0199627995929236
RANBP10	0.0199451934016078
RAB3B	0.0199438517820933
ZBTB47	0.0199353775692537
POLDIP2	0.0199263435193467
MIER2	0.0199254576575108
GRAMD1A	0.0199144244432605
TAOK1	0.0199113412317719
TGM2	0.0198889403941775
SEPT11	0.0198841264516218
UBXN6	0.0198635810575111
USP12	0.0198302743278758
UAP1L1	0.019824462777151
GPS1	0.01981245415983
GNG12	0.0198113968664528
VOPP1	0.0198112319044037
TSSC4	0.019797287928645
PPTC7	0.0197968314759202
GLT25D1	0.0197857163776602
FURIN	0.01977868213758
NLK	0.0197527730324239
TEX261	0.0197461440049578
CDYL2	0.0197352386932845
NET1	0.0197341955804431
FAM20C	0.0197276139344756
ARFRP1	0.019714970199076
TMEM189	0.0197070369312778
TMBIM1	0.0197044596888493
FLNC	0.0196919380700964
PDGFA	0.0196822893421418
BMP6	0.0196745994001495
GRASP	0.0196740599446688
INSIG1	0.0196694145249232
AGPAT6	0.0196613294305575
INPPL1	0.0196524178205031
STX16	0.0196521104990867
TK2	0.0195889316614998
CHD7	0.0195811722772443
UCK2	0.0195710531041497
KIF3B	0.0195697493154397
MRPL36	0.0195674100903329
PHLDB1	0.0195665619452461
PNP	0.0195611404367447
B4GALT2	0.0195605565544407
SPTBN1	0.0195572730383314
LRRC59	0.0195420363037308
PMEPA1	0.0195415487303898
KSR2	0.0195320149964569
FBXO7	0.0195288597241378
CMTM7	0.019524099648847
ZMAT3	0.0195170921411317
HNRNPA2B1	0.0195166279993437
LGALS3	0.019513190541995
SPARC	0.0195108640775558
FNDC3B	0.0195015212169749
BTBD6	0.0194595437916827
PITPNA	0.019434923971112
PRCP	0.0194213050633542
TUBB2A	0.0194084598896336
INF2	0.0193828835798248
UBA2	0.0193646123910662
FAM102A	0.019338310928313
RALB	0.0193254686735422
S100A4	0.0193254362316948
ADI1	0.0193198476180026
PPM1A	0.0193195409305366
SERTAD1	0.0193126577334514
SPON2	0.019304423361182
CALM3	0.019297737241959
RAB15	0.01928993636273
CCND3	0.0192837413311359
NHP2L1	0.0192746366613228
TXNL1	0.0192310997366411
AP2S1	0.0192247258732888
CCDC107	0.0192206965131903
PLAGL2	0.0192203696540184
JUP	0.0192184993500215
CDR2L	0.019154461915422
POLR2G	0.0191503788566501
SBF1	0.0191497956125614
RRBP1	0.0191471483718703
C20orf112	0.0191423556830616
BRD4	0.0191395555641572
APC	0.0191386557844557
RHOD	0.0191282769623107
NQO1	0.0191131232283662
MORF4L1	0.0191111815309924
LAPTM5	0.0190818784846984
BAG6	0.0190762925126021
MRPL37	0.0190729130550505
DGKQ	0.0190595649192371
POLG	0.0190467343579285
CTIF	0.0190446086067255
GADD45GIP1	0.0190417963824169
C1orf151-NBL1	0.0190358926086943
WBP1L	0.0190297724900364
PI4KA	0.0190124992122913
TSPAN14	0.0190120995172725
GSPT1	0.0190115725961235
ZDHHC7	0.0189977296901464
ANXA6	0.0189963450304575
PYGB	0.0189852484501641
WDR13	0.0189621576617421
MAP1B	0.0189508485319022
ARL8B	0.0189441073121379
HLX	0.0189439880987443
KPNA2	0.018939391019276
CENPB	0.0189284543874041
SEC11A	0.0189279080825656
MVB12B	0.0189101252931281
TMEM123	0.0188844402992089
ARHGAP29	0.0188754214181454
HS6ST1	0.0188730360299582
USP7	0.0188491951075516
BTBD7	0.0188264570559947
NAT9	0.018813592463367
ZYX	0.0188063448085337
FSTL1	0.0188053920191643
CDC34	0.0187977690819961
CTSD	0.0187877018477412
SIVA1	0.0187874517469172
C22orf46	0.0187727733053374
GPX1	0.0187713704971501
ATP5J2	0.01875804282002
TMEM248	0.0187564485018102
HDLBP	0.0187371140384386
PDS5A	0.0187260894170861
SYNJ2BP	0.0187241318450917
KCTD12	0.018719144247839
TOMM6	0.0187038541723946
TTLL12	0.0186952568610857
CCND2	0.0186703820032821
CDC42BPB	0.0186628828906254
PDPK1	0.0186437434154305
HMGXB3	0.0186327209758441
FBXW7	0.018625536685117
UPF1	0.0186216694736246
MYH9	0.0186074980905778
SAE1	0.018597929776819
VPS37B	0.0185824050695987
ACOT7	0.0185785525943374
PGLS	0.0185775639297511
CUTA	0.0185762318168888
BDP1	0.0185647695535684
ITPR3	0.0185629943205076
HK1	0.0185553174328802
PTPN1	0.0185476159714168
MLX	0.0185459550219617
NUFIP2	0.0185418120264992
TWF2	0.0185244416560617
NIN	0.0185202594357848
CRTC3	0.0185178799533912
TIMM50	0.0185098301341076
TMED3	0.0184973802994555
ATP5SL	0.0184885667830525
KHNYN	0.0184841866074703
CACFD1	0.0184836791836593
MAGED2	0.0184780718779534
UNC45A	0.0184683508470752
HEG1	0.0184629356532294
DOK4	0.0184586288864853
VGLL4	0.018445679142088
TUBB	0.0184393336003391
CHST2	0.0184205383774134
ATP1A1	0.0184164339000731
NRARP	0.01840721239194
PTEN	0.0184027555900578
HIF1AN	0.018372945028216
ANKRD54	0.018371643751783
EMP1	0.0183659788329003
UBL4A	0.018353888934656
MRPL17	0.0183468264095147
SLC39A3	0.0183349610388937
PSMF1	0.0183317353135805
TOMM20	0.0183209763231853
MAX	0.0183178309958065
REXO1	0.0183078328034048
GMEB2	0.0183054605720487
LTBR	0.0182920314872677
RALGAPB	0.0182846572778539
MRPS11	0.0182818881347539
TPRN	0.0182812934989545
RPUSD1	0.0182497695314222
MLL5	0.0182484755873449
HMOX2	0.0182473298714743
SMPD4	0.0182310063459644
ARHGEF10	0.0182286956485039
KIAA0368	0.0182089341429434
PPP4R2	0.01820768462743
WDR82	0.0182010977819775
CREBBP	0.0181968575012891
MED22	0.0181962378398656
EXOSC4	0.0181712801077343
TMEM127	0.0181366883900451
TANC1	0.0181333637410985
CEBPZ	0.0181263275761213
CAPZB	0.0181116915020867
TMEM219	0.0180733446620644
KIAA0317	0.0180538956465619
TIMP1	0.0180458111829097
MYO5A	0.0180407472537166
MYL6	0.0180219294240742
GID8	0.0180142781273255
ANAPC5	0.0179745611640644
PALMD	0.0179700055955904
FBXW5	0.0179595012160554
SRPK2	0.0179577608506857
PUM1	0.0179429783194488
TBL1XR1	0.0179357290794411
NOTCH1	0.017932359138303
ABI3	0.0179124927127151
IPO11-LRRC70	0.0179068462131868
ZFP106	0.0178889101011389
VAT1	0.0178766164196705
SPRYD3	0.017862824343515
SMARCB1	0.0178589769342594
TCEB3	0.0178566076517058
DUSP12	0.0178559508456281
ZBED1	0.0178537759160542
CSNK1G1	0.0178421125487901
XPO6	0.0178385905399019
ATG4B	0.0178374172705926
ANKRD11	0.0178265479986586
IDH3B	0.0178126399098582
TNIP2	0.0178124924742309
CCM2	0.017795864443995
NDUFS3	0.0177869839219861
KHDRBS3	0.0177855985186558
BAZ2B	0.0177787008517588
MARCH3	0.0177679462780218
HPS4	0.017759875399527
SETD5	0.0177566960270396
IP6K1	0.0177548812255318
LYPLA2	0.0177325179648047
MED16	0.0177239764150099
PKP4	0.0177220285786715
CASP4	0.0177167127506394
MRPS2	0.0177048306548257
C19orf43	0.0177016015756723
CSNK1A1	0.0176985072218961
ETFA	0.0176917843049272
GSK3B	0.0176789579853817
ANKRD52	0.0176694511233338
BRD3	0.0176550697238538
HDAC3	0.0176438173056894
UGP2	0.0176437441017348
HOXA9	0.0176426513479165
CTDSP2	0.0176332405917953
SAP30L	0.0176183056723043
KLHL11	0.0176158083929838
TNKS	0.0176112604193418
PIP5K1C	0.0176013334871573
BAP1	0.017599032443989
TOB2	0.0175929793493331
CSRP1	0.0175878272876546
SLC25A5	0.017578666935127
CDS2	0.0175712700247825
F2R	0.0175680067923456
TRAPPC5	0.0175650252492921
TLE3	0.0175640818073906
SSSCA1	0.017563373514017
MYL9	0.0175628575266592
ZNF629	0.0175600595670429
NDUFB3	0.0175577013854576
PARVA	0.0175426765373814
MAML3	0.0175415837844657
PACS1	0.0175234600341728
TOLLIP	0.0175224625954639
MYO1C	0.0175190982639868
ARHGAP31	0.0174998084633173
POLDIP3	0.0174914881715231
TMEM42	0.0174905727886592
ZDHHC16	0.0174809567231372
ROCK2	0.017464119995546
GEMIN7	0.0174618489238182
WDR46	0.0174504751167374
TROVE2	0.0174305024973182
USO1	0.0174210185108466
SNUPN	0.0174179836027117
DVL1	0.0174110652717664
YWHAG	0.0174075237024377
HIGD2A	0.0173986821870003
BAZ2A	0.0173979649553464
BCL7C	0.0173957015674413
CACNB3	0.0173879386436197
ZEB2	0.0173861178874402
BCL2L2	0.017385698268971
S100A6	0.0173749465821722
KLHDC8B	0.0173530705503635
FSCN1	0.0173441162889608
GPCPD1	0.0173384670976601
MGP	0.0173262327252033
POLD4	0.0173173960400989
PLS3	0.0173167333255353
DYNLT1	0.017312608075892
TIMP2	0.0173112829293368
S100A11	0.0172978014034757
ZNRF1	0.0172745372040673
LAMA4	0.0172720307163769
ABCF1	0.0172678541576066
PSMC2	0.0172654430459136
CHD4	0.0172570978188683
TP53INP1	0.0172437874850599
TBC1D8	0.0172388600669758
YKT6	0.0172334818526414
RHBDD3	0.0172326409716301
PITPNM1	0.0172281515776863
ZKSCAN1	0.0172146181358089
PCYT1A	0.0172078213046506
THOC5	0.0171972854442708
TNFAIP1	0.0171922591742172
UCHL5	0.0171618473642714
AES	0.0171590831657737
IWS1	0.0171477489151742
NGDN	0.0171411764474813
FAM89B	0.0171251372568893
PPP1R18	0.0171243018632895
RBM38	0.0171126193156173
ACTR1A	0.0171087231369327
IGF2	0.0171059306951456
TXLNA	0.0170888904780842
DDX1	0.0170817153095151
KDELR1	0.0170779190035869
AGPAT3	0.0170753409701253
NME1	0.0170735059120248
STXBP5	0.0170684132106767
RIN2	0.017068061925914
SUFU	0.0170584579221089
UBN1	0.0170572198249994
ZNF740	0.017050550654449
KLF3	0.0170439052295853
NCOA4	0.0170415149791951
ZNF318	0.0170355839385814
DCTN5	0.0170309918417795
PLEC	0.0170226802197695
MRFAP1	0.0170131103499483
CRKL	0.0169980390302217
EP400	0.0169777585143146
TM9SF3	0.0169774244742487
HYAL2	0.0169676284330377
MCL1	0.0169639182666164
MMP24	0.0169564572636272
ZFP41	0.0169471990744076
SEPT8	0.0169325727265614
ARL1	0.0169249262668275
UROD	0.0169143116336465
SHANK3	0.0169062452382794
SPRY1	0.0168880327899049
KPNA6	0.0168764439596088
SNRK	0.0168719402297045
EHD4	0.0168636652886352
DIXDC1	0.0168627388263781
WNK1	0.0168544584536326
SIRPA	0.0168516103162791
LMNB2	0.0168506890906674
REEP5	0.0168422774210046
ERI3	0.0168387205950481
PSMB7	0.0168360838104133
TRIM32	0.016834818664828
USP32	0.0168336769132298
ZBTB4	0.0168260955896544
TBCB	0.0168192838935649
PTPN12	0.0168097531381194
BOD1L1	0.0168056877621573
CHCHD7	0.0168007712513528
FAM219B	0.0167875734339656
SLC25A6	0.0167785448266415
ZMYM4	0.0167756300481088
PHF1	0.0167702808192275
SPEN	0.016769631365274
MLL3	0.0167684495287854
DYM	0.0167659135022137
FUNDC2	0.0167654155980177
ELF4	0.016757929215344
ERBB2IP	0.0167542315337098
GATA2	0.0167521608911918
IDH2	0.0167497136987903
ARHGDIA	0.0167466196935199
PTAR1	0.0167446769987249
PMM2	0.0167360885391439
SERPINE2	0.0167231985355243
GDPD5	0.0167088001672806
PAFAH1B1	0.0167018902859314
HSPG2	0.0166976214366202
NEFM	0.0166886316553499
UBE2G1	0.0166841605442581
HECTD4	0.0166784789847615
SMC1A	0.016672763856998
CAP1	0.01666800986727
UBTF	0.0166539053123225
GNA11	0.0166519507378217
TSPAN13	0.0166498896524593
ARIH1	0.0166411666833984
C16orf72	0.0166352129427213
NME4	0.0166272449374732
SDCCAG3	0.0166225035642466
ARID4B	0.0166101951395153
CSRNP2	0.0166091678193726
FOSL2	0.0165938813282809
LTBP3	0.0165893184204215
SEC61B	0.0165811336368962
TFIP11	0.0165784871398492
TAOK2	0.0165764491846298
PPFIA1	0.0165758373252066
IQGAP1	0.0165750236293728
KIAA0232	0.0165556129601286
INPP5A	0.0165360855843314
ZMYND19	0.0165208756723647
TIMM9	0.0165197766042392
HGS	0.0165125687495278
PKD1	0.0165112741110153
TSEN54	0.0164908332879701
FCHSD2	0.0164858124773251
LCMT1	0.0164712996763383
WWTR1	0.0164683176148431
SETD1A	0.0164615497421209
FAM212B	0.0164536549806693
SCYL1	0.0164530858544668
AGO4	0.0164510441147317
TOM1L2	0.0164461849381502
CYHR1	0.0164289911382919
TOX2	0.0164256484153488
MEA1	0.0164211464014717
STX6	0.0164143476473513
C17orf89	0.0164044942068327
STRA13	0.0164026951686583
CD276	0.0164015668558818
PDCD11	0.0163841031775868
ZNF322	0.0163755087989862
ZBTB44	0.0163713575504861
EIF2AK4	0.01635104773579
POLR2D	0.0163496839769506
TBC1D4	0.0163492226982164
PPP2R1A	0.0163443724513108
PCDH1	0.0163431188444808
MGEA5	0.0163295554175342
PPP1R37	0.0163208832634294
WWP1	0.0163070295854185
PPP1R16A	0.016300796296384
CPNE2	0.0163006165509137
TRIM27	0.0162986220184349
PEAK1	0.0162936166801319
NCLN	0.0162768239717513
GNB1	0.0162736004216635
ZNF358	0.0162702492843568
CBX6	0.0162576863946139
CCDC86	0.0162563933512003
HTT	0.0162405631830968
COTL1	0.016223768090065
PINK1	0.0162203798165524
GRHPR	0.0162202370161909
CCDC167	0.016203867485328
DEDD	0.0161984880438344
NSRP1	0.0161888874001968
STX3	0.0161869224340536
C1orf216	0.0161789161963052
PGAM1	0.0161755359750732
ACE	0.0161718463337192
HABP4	0.0161686357246744
COA3	0.0161513318136312
FRMD6	0.0161504646000935
NGRN	0.0161457684904818
MAN1A2	0.0161439628892339
NEDD9	0.0161437194566961
RHOA	0.0161336478206883
FNBP1L	0.0161233046320098
AEN	0.0161169737823785
ZCCHC24	0.0161151104318093
MRPS7	0.0161011166549115
PDXK	0.016097277478023
EHD2	0.0160970585398423
CLEC14A	0.0160777259944877
XRRA1	0.0160716820228031
HPCAL1	0.0160628535935921
EIF3A	0.0160612162784072
SPSB1	0.016058560749433
ZNF768	0.0160553806989056
SNX17	0.0160512895739962
C11orf95	0.0160492582894084
ESRRA	0.0160480392099472
EMP3	0.0160432374077258
SNX12	0.0160376143245501
MFSD10	0.0160339902491923
SSRP1	0.016028861515377
SLC25A37	0.016028246697219
LINC00152	0.0160281024390826
TNKS1BP1	0.0160234256251546
RPS19BP1	0.0160217681451655
RAI14	0.0160207093889598
FAM53C	0.0160174709424768
H3F3B	0.01601739307935
ZDHHC14	0.0160170977726561
KCTD17	0.0160154344323929
SOGA2	0.0160152421605315
BPTF	0.0160092239015237
TPD52L2	0.0160015508614078
DEAF1	0.0159910827641031
MAP4K4	0.0159778076982995
EIF3F	0.0159762869855052
PTPRE	0.0159442524392454
KEAP1	0.0159418447992657
IDH3G	0.0159300123114767
L3MBTL2	0.0159269563936154
CORO1C	0.0159215541552472
CYFIP1	0.0159055146272089
ERCC1	0.015904669184857
ANXA1	0.0158923621683989
TNPO1	0.0158879264050667
MYO6	0.0158831947846624
ASCC2	0.0158759728826862
RNF187	0.0158749750870067
PARD3	0.0158641201232715
CCNI	0.0158621792351137
RANBP1	0.0158551748155022
JRK	0.0158424019830803
C8orf58	0.0158384229947136
SNRPD2	0.0158380326267628
SURF6	0.0158287544642974
SMEK1	0.0158185469048267
CDKN2A	0.0158099990832794
WDTC1	0.0158035417618009
WAC	0.0158032682046365
GRB10	0.0158017370340811
