gene	residual_var_repeated	residual_var_independent	p_time_rep	p_time_condition_rep	p_time_ind	p_time_condition_ind	padj_time_rep	padj_time_condition_rep	padj_time_ind	padj_time_condition_ind	significant
CYB5RL	0.26402037309762	0.273285902497157	0.151770196530635	0.829717661371498	0.158495856756433	0.840974343853431	0.491934034687533	0.919778202305816	0.510642576593984	0.927746155825117	FALSE
CYBA	0.346925681998832	0.475777877454716	0.163664546335997	0.260056180241234	0.267061167959288	0.542503737173654	0.511671262162548	0.539500422133843	0.631193298576186	0.774550244265815	FALSE
CYBASC3	0.90388205884045	1.15293051282108	0.0151731354510963	0.362095530309357	0.0296238123345427	0.501287262057381	0.130431661756391	0.601781048317001	0.20392642233265	0.763620468191215	FALSE
CYBB	0.0442809078967026	0.0568831030753684	0.260605442932181	0.10753396442071	0.314015726264164	0.17897939982247	0.624968319802428	0.423979245482272	0.631193298576186	0.509708936323913	FALSE
CYBRD1	0.946875292377503	0.946876261839595	0.876117254674317	0.903608535932401	0.876142558318909	0.903444578246883	0.93946133056868	0.953707292367768	0.940923129569014	0.956414833317021	FALSE
CYC1	1.68445143114812	1.7704805194199	0.0288933925700526	0.805995643954731	0.0326543882155833	0.819684168739693	0.194587040424566	0.909225588869677	0.21667493298901	0.91922110093199	FALSE
CYCS	0.509301522746108	0.509301303532018	0.107342117171563	0.0372344893626931	0.107368752136076	0.0372356643857169	0.411962679641753	0.340020970723083	0.420820996648377	0.374025423638804	FALSE
CYCSP52	0.0283654707701718	0.0283655136043676	0.689918954206577	0.0773540272592405	0.689919167762776	0.0773547843804671	0.831353116929709	0.398598235272033	0.834125021950181	0.429066308999995	FALSE
CYFIP1	0.942818852115419	0.94281103678858	0.0200660058931655	0.133972426494292	0.0200899487697226	0.133968232051299	0.155780936897739	0.450420181846616	0.16230419301361	0.473704229543809	FALSE
CYFIP2	0.408862670642082	0.408862793451594	0.481738457398087	0.17913989811588	0.481747361955215	0.179143860056962	0.730189128171389	0.491881615789784	0.734987632372631	0.509852779239944	FALSE
CYGB	0.35638299912139	0.396038970948498	0.00147451545816585	0.279563405979778	0.00141734961795631	0.304384695221751	0.0280855367983768	0.548245002876207	0.0285015154377756	0.574739841235912	TRUE
CYHR1	0.799881407483615	0.901076657698334	0.0155025346162484	0.44441861924702	0.0227065693356648	0.498497179062304	0.132253680482157	0.692851205935434	0.174507815196079	0.761139345123603	FALSE
CYLC1	0.00694862151069231	0.00806353215019287	0.594540881536495	0.0163816626624017	0.594281883861735	0.0224374185528182	0.794367385238181	0.252803222545333	0.797323605515274	0.318546983553533	FALSE
CYLC2	0.0826684949687454	0.0853519287300876	0.112166778649779	0.973318342797088	0.123331572824225	0.972896321432361	0.42122502428377	0.985104979303997	0.45047196852793	0.986131087513972	FALSE
CYLD	1.48592221271968	1.52323469499066	0.390356566565743	0.356974054071072	0.395947104720027	0.362918437622449	0.671770751334541	0.59582002191315	0.681880574097689	0.615446815785346	FALSE
CYMP	0.0921313483729988	0.0927711519883768	0.324423004607769	0.081077959173955	0.324424153856848	0.0826940718132427	0.624968319802428	0.398598235272033	0.631193298576186	0.429066308999995	FALSE
CYP11A1	0.0289193226856689	0.0289193423545156	0.654287994854348	0.160687064920905	0.654297027636377	0.160686768250018	0.810839614127056	0.475084501732575	0.814625499174159	0.495614341697015	FALSE
CYP11B1	0.0189673949799075	0.0189673978686967	0.148021855755092	0.670897476084055	0.148023436559915	0.672812333644286	0.486387486257725	0.8541511527182	0.494474543112559	0.863348130965965	FALSE
CYP11B2	0.00234917059246758	0.00238542358279859	0.698561766089904	0.0652345616089781	0.698806701655018	0.067661078660269	0.837300347545559	0.398598235272033	0.839886989586044	0.429066308999995	FALSE
CYP17A1	0.00268605964140891	0.00275234782616615	0.590229333214202	0.23323286596228	0.594684065028086	0.241306686130612	0.794367385238181	0.53152326625572	0.797323605515274	0.555167489779367	FALSE
CYP19A1	0.130840738527261	0.136731718634691	0.39123764974677	0.514001556656971	0.435555156460088	0.820851639648739	0.672255119979272	0.762291349984928	0.706149264828795	0.919766519084809	FALSE
CYP1A1	0.307011097805976	0.307010980573588	0.303554894828081	0.0876714305675071	0.303555599725124	0.0876717796618096	0.624968319802428	0.400052199095806	0.631193298576186	0.429066308999995	FALSE
CYP1A2	0.0424537820255873	0.044145645430109	0.00126304568827051	0.269704579136128	0.00133767904956206	0.282289108421442	0.025022338468737	0.54391928875955	0.0274147327053925	0.564193346454259	TRUE
CYP1B1	0.225008018534661	0.225007976387872	0.138703867964729	0.0096479014650539	0.138705104720203	0.00964804590562451	0.469903318617477	0.207538650824498	0.47808866275898	0.227117305010176	FALSE
CYP1B1-AS1	0.0111036111209521	0.0111074848622212	0.619385163243968	0.764087657353565	0.619635252013715	0.732506055237088	0.794367385238181	0.89552572631875	0.797323605515274	0.888928566607268	FALSE
CYP20A1	0.196575425278176	0.196576101241949	0.000479713994424702	0.900697983936646	0.00047975011450041	0.959132790130543	0.0125017790800377	0.952906600882631	0.0131430645964799	0.981375218941654	TRUE
CYP21A1P	0.0405799734361106	0.0405799749795096	0.00777582730294529	0.906230927380758	0.00777588270900847	0.921661787048782	0.0848834698846008	0.954579642965774	0.0885432604800135	0.963850295218047	FALSE
CYP21A2	0.0171003541853045	0.0174384658716146	0.324622360877348	0.0864215351084443	0.324443313866698	0.090613903764841	0.624968319802428	0.398598235272033	0.631193298576186	0.429066308999995	FALSE
CYP24A1	0.0425339329886382	0.0425339438728524	0.875787813260114	0.0489155070125872	0.875788875237069	0.0489156143726791	0.939339569729674	0.372306218451608	0.940801864036509	0.403295048965883	FALSE
CYP26A1	0.00832873649055571	0.00851386408409234	0.328718986455371	0.000909787433021725	0.32435603532673	0.00107487167836307	0.626963044588975	0.0554581536094952	0.631193298576186	0.0665125666498794	FALSE
CYP26B1	0.192209023697976	0.19220905413012	0.411241976799188	0.129873069094592	0.411280925500166	0.129863864061903	0.685809301293485	0.446827016076024	0.692458819798674	0.469987692061649	FALSE
CYP27A1	0.317811947809936	0.317812463113585	0.0879859089192263	0.765859230333543	0.0879881296025321	0.742515853081101	0.371164532183708	0.89552572631875	0.380475752016123	0.892439232243174	FALSE
CYP27B1	0.00491247566286196	0.00491244040787581	0.495589363132809	0.443590375627975	0.495658992101962	0.443650811060358	0.738767702954609	0.692020392047843	0.743384255924126	0.704807896751367	FALSE
CYP27C1	0.354341294677225	0.354340944809391	0.166511720450384	0.528953567803642	0.166523081903368	0.539741132835007	0.516036995014264	0.774799105684037	0.524077974085908	0.772875202659471	FALSE
CYP2A13	0.0494124178327373	0.0494124435944386	0.324067249937191	0.0634022599484573	0.324068020329336	0.0634023318126011	0.624968319802428	0.398598235272033	0.631193298576186	0.429066308999995	FALSE
CYP2A7	0.00872540139888263	0.00937031569818021	0.325022258314868	0.125717200715028	0.324829530159376	0.148179544329817	0.624968319802428	0.442066154269992	0.631193298576186	0.485269517583623	FALSE
CYP2B6	0.0352634399697884	0.035263441952649	0.133283572091489	0.00109573528142648	0.133283720785261	0.00109573573823663	0.460923760864635	0.0623940410519087	0.468342665449408	0.0665125666498794	FALSE
CYP2B7P1	0.0721240663009262	0.0721240689065226	0.00144019644643251	0.602580802090614	0.00144019628601455	0.602875636767236	0.0276362718994349	0.829668993902052	0.0287716524141618	0.820716060567571	TRUE
CYP2C18	0.0424591403147107	0.0433836865133746	0.172414254625764	0.507622314898656	0.173188810135878	0.504410780457159	0.526699629974884	0.756333751454314	0.535800749807893	0.763757261557695	FALSE
CYP2C8	0.0122974017302263	0.0122978631698623	0.144303882518712	0.866698797149352	0.144310647829303	0.89724822395092	0.479802000057555	0.936134457257183	0.487629599013861	0.953925768082596	FALSE
CYP2C9	0.016515271304486	0.0178446425366754	0.759495148868238	0.42687989214253	0.768262339563552	0.536759762319527	0.870907604447153	0.673812037792812	0.878365983611294	0.77025565892613	FALSE
CYP2D6	0.104321182599448	0.106637365133363	0.0880320933784233	0.491931297532016	0.087918525197871	0.520900716051719	0.371212981853517	0.74080747491727	0.380439214014098	0.763757261557695	FALSE
CYP2D7P1	0.00625004179906321	0.00625006487256156	0.387449885982583	0.859241440930799	0.387455876044069	0.851024989430069	0.669834983878745	0.933072621943632	0.676735177456237	0.932422490722271	FALSE
CYP2E1	0.0316224100666502	0.0327694019972113	0.471351979045272	0.217286610423648	0.471232111289759	0.229374073574688	0.724032374445591	0.520908405705598	0.729451761912581	0.546624743326669	FALSE
CYP2F1	0.0515857726312752	0.0560228361896094	0.570859680534699	0.0516207073668972	0.597555547995826	0.0608662362690933	0.783430841578853	0.3796757149612	0.797323605515274	0.428528547034105	FALSE
CYP2G1P	0.0339474333546353	0.0369717228325252	0.856187970488653	0.0284122524129943	0.856134151446011	0.0348878640923274	0.927685107437849	0.314491506353535	0.928989403605914	0.366746792620667	FALSE
CYP2J2	0.0171178578751314	0.0171178619393625	0.49777985396323	0.775903995038797	0.497785889242541	0.770050733579249	0.739909687534895	0.898291487105658	0.744590805804908	0.901102212712825	FALSE
CYP2R1	0.139514344050845	0.140590850714303	0.562921171342158	0.955350405210919	0.564413156114053	0.955964599393882	0.779254205854732	0.978022835880039	0.783404728395477	0.980575222620044	FALSE
CYP2S1	0.0853082050014855	0.0911734242413498	0.363655950529567	0.12056660751024	0.363335135108231	0.127958060048828	0.653682493281578	0.436931425184468	0.659981199658351	0.467510696976981	FALSE
CYP2U1	0.215690972524779	0.215691356446289	0.0152098449713468	0.338348737067608	0.0152105294083535	0.338360097329239	0.130537442040488	0.576194649657637	0.136055387634253	0.589047444008734	FALSE
CYP2W1	0.0471564133776993	0.0483815118674271	0.0545951906877998	0.310843494555821	0.0564463511226065	0.31696606259724	0.284578358117546	0.562655177930481	0.298794193126989	0.574739841235912	FALSE
CYP39A1	0.000381780661000619	0.000381819261003402	0.999817568448085	0.260802921835343	0.999636113532176	0.260931571897908	1	0.539500422133843	0.999987268873672	0.555228448784674	FALSE
CYP3A4	0.0404890513114079	0.0404890482035196	0.0749945214365717	0.230175836984819	0.0749945679967857	0.230176873280721	0.340892878830866	0.529271130581568	0.348670964115434	0.547279592701776	FALSE
CYP3A43	0.0194233299680696	0.0200899991738463	0.133699044379243	0.0284124173575147	0.143642309277696	0.0308178116654054	0.461668677474046	0.314491506353535	0.486215923003572	0.354694942653585	FALSE
CYP3A5	0.208544803786693	0.208546523155944	0.275970427439447	0.0830487769248739	0.275984641941802	0.0830458052933685	0.624968319802428	0.398598235272033	0.631193298576186	0.429066308999995	FALSE
CYP3A7	0.00472351649823867	0.00508277948317637	0.00158869832956887	0.312021186095664	0.00184037519826208	0.342807966750876	0.0295067616835552	0.562655177930481	0.0338869774027672	0.593519926897697	TRUE
CYP3A7-CYP3AP1	0.00152271920407501	0.00183783103458523	0.77092645077256	0.0125643222979426	0.791401284010919	0.0240958761886922	0.878594989918489	0.232147011992037	0.892346243136933	0.326073337959531	FALSE
CYP46A1	0.0125762592028877	0.0125762647763977	0.86659469084706	0.0784958035004585	0.86659831371962	0.0784965403704941	0.933759379833998	0.398598235272033	0.935317671526685	0.429066308999995	FALSE
CYP4A11	0.121409596135363	0.121409588118296	0.340012290425912	0.0779219884648514	0.340013061581826	0.077922853311407	0.636266045438396	0.398598235272033	0.642966589149127	0.429066308999995	FALSE
CYP4A22	0.00956830257665953	0.00956829764891848	0.732206492096466	0.0396232255053393	0.732206381087743	0.0396231565090395	0.856505859289202	0.344821210245808	0.858332661064725	0.379910069218596	FALSE
CYP4F11	0.0854455840924867	0.109614567578547	0.0306754358067258	0.192331168216902	0.0539829344371099	0.287355813108457	0.202286276520021	0.503132128031402	0.290424658088107	0.56647903828695	FALSE
CYP4F12	0.0147408303647908	0.0151401394375645	0.324981037514823	0.00512963210854545	0.324786178923375	0.00571208995015504	0.624968319802428	0.1526475780173	0.631193298576186	0.176357686253272	FALSE
CYP4F2	0.0527031853309921	0.0534313404280277	0.435049921430692	0.0945682405735487	0.435049964404361	0.0978851043034545	0.69981161941706	0.409041531768834	0.705977698649737	0.438791052100715	FALSE
CYP4F22	0.0261970993052159	0.0267150736210313	0.324384972855299	0.0864265158845081	0.324205888210451	0.0906191213459696	0.624968319802428	0.398598235272033	0.631193298576186	0.429066308999995	FALSE
CYP4F24P	0.0184938555704018	0.0186949058784377	0.249745699144133	0.545133397930111	0.252266552846369	0.553618113908956	0.624968319802428	0.790168293619176	0.631193298576186	0.78382829309132	FALSE
CYP4F3	0.018099911593454	0.0180999689991621	0.416356907783404	0.717410000144813	0.416359433568224	0.656252142324056	0.688900807977524	0.876565112766742	0.695251750518217	0.855493919461629	FALSE
CYP4F30P	0.0369883761334604	0.0369884182735861	0.266121692163049	0.148820208741192	0.266121948184999	0.148821300976835	0.624968319802428	0.464655899911082	0.631193298576186	0.486056409476633	FALSE
CYP4F35P	0.0237365767248723	0.023736573977545	0.749682719024759	0.857790991191195	0.749683534745918	0.859577148861649	0.865865020010622	0.93220723524618	0.867696035346947	0.936526768359499	FALSE
CYP4F8	0.00352869121900259	0.00352869409424768	0.626562996491091	0.777031663239435	0.626568364329691	0.773033650586351	0.79578893764948	0.89854612622346	0.799257212233748	0.901714652902673	FALSE
CYP4V2	0.0835821884115152	0.0835819431011276	0.177367142358327	0.0731749906006154	0.177403204110769	0.0731619364708309	0.534018851902651	0.398598235272033	0.542432983702058	0.429066308999995	FALSE
CYP4X1	0.0105701375458199	0.0105701462844004	0.192632196483008	0.833942802446136	0.192634974664693	0.84313222858238	0.555166820575221	0.921835100286089	0.563987126152951	0.928709896052927	FALSE
CYP4Z1	0.057679477021636	0.0576794012303033	0.00842710358508059	0.321523621189638	0.00842719496247646	0.32152504656347	0.0896154613848828	0.562655177930481	0.0934239706824592	0.574739841235912	FALSE
CYP4Z2P	0.0564047699520656	0.0564048340364882	0.376572527031679	0.0942205018241485	0.376582737230434	0.0942204530203357	0.662539740841198	0.409041531768834	0.669829997328093	0.433370998087841	FALSE
CYP51A1	0.567213311586447	0.567213356825367	0.529174523807793	0.800669122387697	0.529177835152395	0.800689792825122	0.758607578652699	0.906724461548927	0.763008892844575	0.910529093060433	FALSE
CYP7A1	0.0682731371697343	0.0721947799823546	0.418786526053242	0.649065075590721	0.431479954911607	0.67901596101736	0.690479811315032	0.841521141182577	0.703868947490756	0.866072569941494	FALSE
CYP7B1	0.0295986281961034	0.029731271593729	0.479016756858391	0.790624401144523	0.479992737790089	0.792905079759441	0.728018364095904	0.902599057028456	0.733933010630797	0.907793738976157	FALSE
CYP8B1	0.047452173792415	0.0485746822013921	9.45219873887959e-06	0.463178276498577	1.19890450561155e-05	0.467615719366852	0.000680940216219083	0.712448770953526	0.000852217966846006	0.730485582915769	TRUE
CYR61	0.650959284288725	0.650950581927861	0.044481878050911	0.0212937262663077	0.0444927272833234	0.0212939723179674	0.253209940134921	0.282117790131619	0.260455921464839	0.313054534929188	FALSE
CYS1	0.00410873894431392	0.00439373326509518	0.731349727201783	0.515974584712702	0.739771240158006	0.561389256841898	0.856155756590762	0.76410521971989	0.862569234573335	0.790697422117652	FALSE
CYSLTR1	0.07703633670263	0.0779108060178999	0.400248033586349	0.300863230170503	0.400248017743099	0.303557086912372	0.678658397841503	0.561838337937162	0.684953802806597	0.574739841235912	FALSE
CYSLTR2	0.000560130266063569	0.000560140943138717	0.487849399614012	0.597220522516407	0.487956354269792	0.524456486240396	0.733831956843462	0.828833774389379	0.738282761598669	0.763757261557695	FALSE
CYSTM1	0.802699612830289	0.809467537217737	0.0988614664225874	0.264581956816331	0.101358400384905	0.266555362385632	0.395099522821445	0.541462988813219	0.409225057115611	0.557575252158941	FALSE
CYTH1	0.565420782315929	0.806884355443596	0.00337057931022916	0.0331049085314652	0.0031407453463736	0.0983944667874479	0.0489924693761298	0.333715487588676	0.04923701413551	0.438941152778263	TRUE
CYTH2	1.12962225630581	1.12963811169076	0.12642130588847	0.795261824410132	0.126429526586841	0.643237803171738	0.448278134038732	0.904209905148219	0.456400565353811	0.846482266015723	FALSE
CYTH3	0.807487464542825	0.848124016865596	0.23644753266921	0.121836893728239	0.249886678490993	0.130608980298359	0.612257541727968	0.438413554972805	0.631193298576186	0.470757159354582	FALSE
CYTH4	0.00276376531166342	0.00276376395813697	0.119414733754344	0.906871134988147	0.119414364970599	0.911628498912523	0.435560457451063	0.95484380868673	0.444346043984511	0.959193674095517	FALSE
CYTIP	0.00978266118628742	0.00978266568205234	0.638954475414693	0.6553333220608	0.63895429546304	0.642454158465802	0.803046872413814	0.844771162719176	0.806838179044334	0.846032257691592	FALSE
CYTL1	0.359506371804564	0.424141174892616	0.143915360374792	0.713233541543295	0.236070806890856	0.73232188902692	0.479254949506466	0.874674778699829	0.620207635588993	0.888928566607268	FALSE
CYYR1	0.324297901664234	0.342966177597067	0.16555917572404	0.0229839600705468	0.158488172712994	0.0276451920531788	0.514629571715512	0.29152967138501	0.510642576593984	0.341885366278068	FALSE
D21S2088E	0.212839106919079	0.236220229601375	0.671789510038257	0.160933661972404	0.640047122764306	0.193556572228337	0.821434739423676	0.47527075659925	0.8073551584785	0.522236622874843	FALSE
D2HGDH	0.450280219966458	0.504467028961669	0.31246925843695	0.239666450556165	0.312094693114898	0.265789423166854	0.624968319802428	0.537390302036287	0.631193298576186	0.557353821599642	FALSE
DAAM1	0.466715464672598	0.466718820146746	0.0912855351107181	0.76266886327671	0.0912922119433068	0.747139202607167	0.378631076776868	0.895263500182951	0.387971231080419	0.894125699665714	FALSE
DAAM2	0.0119727291745388	0.0119727374837179	0.350132691157782	0.196458834805651	0.350140005041813	0.196462858153679	0.644293714295672	0.505796141771532	0.650390421528832	0.523760202398484	FALSE
DAB1	0.0289208852521865	0.0289208756437507	0.752323465455555	0.147203988311964	0.752324349856456	0.147204897989835	0.867260065125856	0.462696714253384	0.868996215712351	0.48382787572116	FALSE
DAB2	1.05989336856779	1.05989319659799	0.879059529921953	0.97392391293332	0.879063843312586	0.9740953487607	0.940888329275143	0.985438193564803	0.942495990755466	0.986591435838293	FALSE
DAB2IP	0.471436874985004	0.471437106948174	0.000102308005113461	0.20651438510995	0.000102323786280223	0.206526431941793	0.00403871231994023	0.514147286922562	0.00432671883646571	0.532416645476458	TRUE
DACH1	0.0805961265612389	0.0805961655969575	0.211057474002715	0.916666885593642	0.211057439336623	0.918895963790027	0.581331837507994	0.959135935193386	0.588391666897598	0.962425576184045	FALSE
DACH2	0.171031101077877	0.171031175579601	0.3353133017467	0.000306887659538346	0.335327983281459	0.000306857267455829	0.631679439905212	0.0282437731347004	0.638906628049118	0.0303278310297113	FALSE
DACT1	0.0782442780618688	0.0828227068049232	0.799892970823875	0.353306416795905	0.805362648664171	0.373935778182918	0.895110355844542	0.59210026582323	0.900430539312254	0.6270655936987	FALSE
DACT2	0.000808329573348996	0.000808326702210342	0.766424639430294	0.314175883635277	0.768241599332298	0.31418725783356	0.875609866790398	0.562655177930481	0.878365983611294	0.574739841235912	FALSE
DACT3	0.0677980931145673	0.0684166646641819	0.377187135948887	0.299760535517344	0.377193343419915	0.303367462999023	0.662948378404731	0.56152828204579	0.670219242273242	0.574739841235912	FALSE
DACT3-AS1	0.11129010879957	0.115948238199795	0.671821205139975	0.460717852478168	0.696803173427102	0.466007935185606	0.821434739423676	0.709837918313738	0.838420914331699	0.729065938961044	FALSE
DAD1	0.60873416658944	0.694925591785051	0.00299620218162677	0.119722905534434	0.0048848109868031	0.156950255387837	0.0454657743816216	0.43582752154444	0.0662614963041562	0.493395412565479	TRUE
DAG1	0.230164433682156	0.295175601272313	0.533894538625473	0.00312721830895479	0.432903153335646	0.00792836896489368	0.761445643809534	0.118845404863937	0.704693943886607	0.205885059049736	FALSE
DAGLA	0.381301211210387	0.381301322321815	0.572852650283003	0.972726696601068	0.572857443758843	0.965865140595925	0.784884432982527	0.984809458660674	0.788526625493065	0.984078597532877	FALSE
DAGLB	0.261729787701383	0.261729949433504	0.877841525906403	0.471455846219328	0.877842786436978	0.482360192264102	0.940243156202113	0.720982723587216	0.941774246389424	0.74570655156667	FALSE
DAK	0.298541378146199	0.319446286056453	0.597351037509352	0.198521682455356	0.609469496201286	0.220770390743544	0.794367385238181	0.507345669422028	0.797323605515274	0.541084054089614	FALSE
DALRD3	0.820924133848458	0.825997109623639	0.180413943682922	0.944347651124032	0.181727033618524	0.941809099028308	0.538540631938679	0.972763099679832	0.548796101182128	0.973598162839289	FALSE
DANCR	0.791361450655409	0.791361606067255	8.06282903698663e-05	0.901731083549193	8.06382516078119e-05	0.903777236174084	0.00341608495198744	0.953158262265663	0.00371040006752848	0.956492303717777	TRUE
DAND5	0.0510918869253266	0.0510918658284265	0.0443117252136701	0.051095449018976	0.0443145111680167	0.0510942723088816	0.252690211266441	0.378605780010029	0.259839211003257	0.409133004610117	FALSE
DAO	0.00361530094625371	0.00361562132308193	0.323881409704271	0.324633382732893	0.324121552399681	0.324242721517519	0.624968319802428	0.562655177930481	0.631193298576186	0.574739841235912	FALSE
DAOA	0.00224928176784358	0.00227759279949354	0.154576077335225	0.179156544767704	0.154358109399792	0.182829258422988	0.497150388869457	0.491881615789784	0.504576400968883	0.513428903165539	FALSE
DAOA-AS1	0.00581911127286337	0.00581909949757854	0.153425243829656	0.486453310606451	0.153431761252677	0.486721156930002	0.494678498640644	0.735382067766842	0.502729856625158	0.749577907843829	FALSE
DAP	0.804709722940155	0.804714033869237	0.382062426006571	0.0473330709207	0.382063646371823	0.0473343648547292	0.666227510739732	0.368217511400702	0.673547179724958	0.399898781077354	FALSE
DAP3	1.03157321854784	1.03157973940355	0.960628162600153	0.215983417162737	0.960627375988353	0.216003885385516	0.98967643331052	0.520168977219037	0.990009312492019	0.538211148446314	FALSE
DAPK1	0.889142016487375	0.910054837409972	0.0366783951036573	0.154130159408029	0.0366783557566052	0.162410948885787	0.224284350282324	0.470572044904992	0.23156391259024	0.49673598916745	FALSE
DAPK2	0.0538939357090962	0.0538939385593806	0.414513312783749	0.156019495814937	0.414513326503435	0.156020155010146	0.688047078380224	0.472050088681202	0.694621486048519	0.492566321906667	FALSE
DAPK3	1.15186673275692	1.25258189001962	0.0681858594556763	0.0691401484653205	0.0760374720351251	0.080206093597284	0.322766515246383	0.398598235272033	0.351533654205604	0.429066308999995	FALSE
DAPL1	0.0594752894125821	0.0613247785337951	0.390941464633489	0.0383954505564813	0.404315834780873	0.0410660555176486	0.672016034168726	0.34315332502359	0.687732478421629	0.385139971093712	FALSE
DAPP1	0.0648442446652893	0.0648442413264508	0.557884155952518	0.0972929577512682	0.557884076209737	0.0972932862718192	0.775650750585487	0.412480294928438	0.779194966680823	0.438065478340035	FALSE
DARC	0.00592405103387871	0.00592406231556685	0.390443376995903	0.0723062970258962	0.390453643484665	0.0723065264792537	0.671770751334541	0.398598235272033	0.678867719486259	0.429066308999995	FALSE
DARS	0.852468832034473	0.852469873426261	0.381193070218486	0.888149405004697	0.381199674507492	0.884188961846994	0.665959576254979	0.945885747609781	0.673227258420331	0.946753885579092	FALSE
DARS2	0.361303373089434	0.361303362997624	0.0789120710910597	0.65215525999264	0.0789135724797923	0.644449550683321	0.349694491524533	0.842996946874269	0.358668415590878	0.847241312972635	FALSE
DAW1	0.181234982436859	0.216123215218517	0.89087983502927	0.0238901606651124	0.89074836882682	0.0417396429666717	0.94762820074314	0.295614851208078	0.948931266433658	0.386774101738808	FALSE
DAXX	1.39692340514622	1.39692204833056	0.496002834338459	0.0631068052297619	0.496007084354461	0.0631080582350166	0.73885970837222	0.398598235272033	0.743500731017849	0.429066308999995	FALSE
DAZ2	0.00166848461327695	0.00166847836237771	0.361540797642066	0.448869235897179	0.361587198183581	0.448816160744097	0.6519757923799	0.697560006628127	0.658457858363874	0.71121838063107	FALSE
DAZ4	0.00203220424197975	0.00203221733686832	0.623259184804528	0.600568372861905	0.623220420596332	0.517782576809376	0.794367385238181	0.829668993902052	0.797323605515274	0.763757261557695	FALSE
DAZAP1	0.331837179476396	0.387448980977451	0.864782547228437	0.91467589580405	0.874727926229119	0.939640099910205	0.932840301512459	0.958541793981803	0.940280060361863	0.972502277254329	FALSE
DAZAP2	0.750670427202739	0.879018826981443	0.0123063866608288	0.599645983704435	0.019530642673708	0.64352122065322	0.114680944684274	0.829668993902052	0.159130857062703	0.846763234522728	FALSE
DBC1	0.00469819153101271	0.00469819897977016	0.129616692496949	0.917668898118287	0.129624127056756	0.91421355251176	0.453669025464539	0.95964846055746	0.462008632768008	0.960745911602613	FALSE
DBF4	0.526176905180297	0.536391653191919	0.790930783533216	0.407423527671153	0.803703631453881	0.416443673665226	0.890977097908696	0.651463552653163	0.899586276223693	0.675580320095623	FALSE
DBF4B	0.489840940843622	0.489841022823739	0.505214003158794	0.141742901876581	0.505221794160236	0.141742471277933	0.744613819080083	0.457389022503271	0.748955420773943	0.480191989657536	FALSE
DBH	0.0166010620916254	0.0166021970022021	0.464569111652201	0.262230540350521	0.464569150583651	0.262261100770449	0.719927923070983	0.539785561176716	0.725224102282781	0.555437302657419	FALSE
DBI	0.469457162798611	0.491359343284431	0.130040622923657	0.00359455298993205	0.133752954487102	0.00420754461457462	0.453975151100418	0.128610461158171	0.469297837685478	0.15362563920382	FALSE
DBIL5P	0.132290410023594	0.132290438269774	0.727527576930365	0.432428022674479	0.727527592623349	0.432510388321877	0.854003614175693	0.680061005008684	0.855763487880256	0.693546598855946	FALSE
DBIL5P2	0.0963738720601485	0.0963739715487283	0.858465130784744	0.333449909681644	0.858464995196055	0.333537796325058	0.929164302826304	0.571024287623379	0.930434984915394	0.584060839151084	FALSE
DBN1	0.185967713555913	0.203770551373613	0	0.00545152362587265	0	0.00747740293598254	0	0.155967190028885	0	0.200484352403863	TRUE
DBNDD1	0.849361262672479	0.862325584487458	0.67909734676148	0.787019308822074	0.681320479592216	0.794527813642084	0.825191210319663	0.901062988632122	0.829402381195989	0.908253815747879	FALSE
DBNDD2	0.507214082664816	0.695873739755226	0.863530309333841	4.09017965696812e-06	0.863591049847804	2.99818210952596e-05	0.931818362845817	0.00146877354161254	0.9332488561313	0.00654582698116504	FALSE
DBNL	1.69046416728132	1.69045740050567	0.151922160088556	0.202971413281019	0.151926653973083	0.202969465125595	0.492064679518247	0.511440681239462	0.500401634679787	0.529663759320432	FALSE
DBP	0.0279866108044782	0.0291534794457086	0.617600678279167	0.976232112538116	0.624632714680266	0.978015757908035	0.794367385238181	0.986455935629924	0.798085323638373	0.988378225611411	FALSE
DBR1	0.143165944124777	0.143600768949255	0.424591993996196	0.71243917186401	0.425288135995266	0.715239582237691	0.6931110536244	0.874195591053642	0.699797351207776	0.882483917130159	FALSE
DBT	0.227614918495023	0.233458380742909	0.180520350171257	0.997801757179919	0.185739335632254	0.997965256496096	0.538540631938679	0.998268324914502	0.555730339236188	0.998525281892559	FALSE
DBX2	0.00650310193321598	0.00663786306575043	0.325013466312566	0.00140910571762376	0.324976775483192	0.00151663098042631	0.624968319802428	0.0721273347709999	0.631193298576186	0.0797293279046718	FALSE
DCAF10	0.445920559145351	0.486530868705828	0.026049670455529	0.217528653766225	0.0323013938464307	0.248792111484907	0.183886093390464	0.521250204500185	0.21510134539005	0.555228448784674	FALSE
DCAF11	0.747618465152463	0.747618398211399	0.641282489850229	0.709822989684903	0.641288721285188	0.706422536190034	0.804319136692391	0.873043728817151	0.807926366402749	0.878325933392703	FALSE
DCAF12	0.870299520122363	0.87030001523804	0.0780846619591495	0.908477470712718	0.0780864372011292	0.907560106768877	0.347934133988001	0.95535069685565	0.357411294064284	0.957844608755662	FALSE
DCAF12L1	0.0271929084422873	0.0271929348775358	0.707538257054078	0.594589721704425	0.707532474804654	0.565724608985752	0.842045394384224	0.826576680240912	0.845008746787527	0.794193472320982	FALSE
